,Speed,Brake,Gas,Steering,X-Position,Z-Position,Time ,Out/At Intersection,,Traffic Light
,23.05839,0,55.29412,0.03040232,142.5,454.6,97.82645,out of intersection,,Red
,24.01056,0,17.64706,0.007036308,140,455.9,98.08276,out of intersection,,Red
,25.0165,0,0,0,137.6,457.2,98.33742,out of intersection,,Red
,25.92451,0,0,0,135.1,458.6,98.58172,out of intersection,,Red
,26.83931,0,0,-0.007925565,132.3,460.2,98.83076,out of intersection,,Red
,27.7647,0,0.3921569,-0.03914158,129.7,461.7,99.07786,out of intersection,,Red
,28.5917,0,0,-0.0389576,126.7,463.3,99.32749,out of intersection,,Red
,29.49678,0,0,-0.01970057,123.9,464.9,99.58137,out of intersection,,Red
,30.32685,0,0,-0.01430369,120.8,466.6,99.82886,out of intersection,,Red
,30.85665,0,5.098039,-0.02672263,117.7,468.3,100.0953,out of intersection,,Red
,30.25427,0,20,-0.0310156,114.6,469.9,100.3443,out of intersection,,Red
,30.44062,0,27.05882,-0.005779081,111.5,471.6,100.6054,out of intersection,,Red
,31.19532,0,33.33334,0,108.3,473.3,100.8681,out of intersection,,Red
,30.89239,0,37.2549,0.007802908,105.4,474.8,101.1069,out of intersection,,Red
,30.81621,0,28.62745,0.02623201,102.5,476.3,101.3552,out of intersection,,Red
,30.78681,0,9.803922,0.02687596,99.4,478,101.6059,out of intersection,,Red
,30.83401,0,6.666667,0.0267533,96.1,479.9,101.8882,out of intersection,,Red
,30.93515,0,6.666667,0.02111111,93.1,481.7,102.1465,out of intersection,,Red
,30.86981,0,1.176471,0.01822869,90,483.6,102.4118,In intersection,,Green
,30.91911,0,0,0.00222205,87,485.4,102.6724,In intersection,,Green
,30.75982,0,0,0,84.1,487.4,102.9246,In intersection,,Green
,30.87753,0,0,0,81.1,489.4,103.184,In intersection,,Green
,30.85743,0,0,-0.002620683,78.2,491.3,103.4607,In intersection,,Green
,30.88245,0,0,-0.005533768,75.3,493.3,103.7078,In intersection,,Green
,30.43525,0,0,-0.004368533,72.7,495.2,103.9588,In intersection,,Green
,29.11427,0,0,0,69.2,497.7,104.2921,In intersection,,Green
7,22.2339,0,0,0,9.8,555.4,104.3784,out of intersection,,Green
,22.3396,0,0,0,11.5,557.9,104.6722,out of intersection,,Green
,22.49041,0,0,0,13.2,560.1,104.9515,out of intersection,,Green
,22.60889,0,0,0,14.8,562.4,105.2239,out of intersection,,Green
,22.70465,0,0,0,16.4,564.5,105.4892,out of intersection,,Green
,22.78532,0,0,0,17.9,566.7,105.7567,out of intersection,,Green
,22.8611,0,0,0,19.3,568.9,106.0132,out of intersection,,Green
,22.92868,0,0,0,20.7,571.2,106.2683,out of intersection,,Green
,22.98874,0,0,0,22.1,573.5,106.5219,out of intersection,,Green
,23.03815,0,0,0,23.4,575.6,106.7678,out of intersection,,Green
,23.08811,0,0,0,24.9,578.1,107.0559,out of intersection,,Green
,23.12495,0,0,0,26.2,580.2,107.298,out of intersection,,Green
,23.1593,0,0,0,27.5,582.5,107.5511,out of intersection,,Green
,23.1864,0,0,0,28.8,584.6,107.7894,out of intersection,,Green
,23.21641,0,0,-0.01077732,30.5,587.5,108.1009,out of intersection,,Green
,23.21641,2.352941,0,-0.01767674,32,590,108.3824,out of intersection,,Green
,23.23413,0,0,-0.01767674,33.2,592,108.6334,out of intersection,,Green
,19.72705,8.627451,0,-0.01767674,34.4,594.1,108.9346,out of intersection,,Green
,18.0141,46.27451,0,-0.01767674,35.5,596,109.2247,out of intersection,,Green
,14.1143,63.52942,0,-0.01767674,36.2,597.2,109.4782,out of intersection,,Green
,10.54531,79.21569,0,-0.01583689,36.6,598,109.733,out of intersection,,Green
,6.738747,8.627451,0,0.005779081,36.9,598.5,109.9737,out of intersection,,Green
,3.335588,0,0,0.01697146,37,598.6,110.3071,out of intersection,,Green
,0.000363011,0,0,0.01697146,37,598.6,110.6123,out of intersection,,Green
,2.74E-05,0,49.01961,0.02951307,37,598.6,110.8824,out of intersection,,Green
,4.69E-06,0,83.52941,0.03567654,37,598.7,111.1454,out of intersection,,Green
,1.674972,0,74.90196,0.02942107,37.2,599,111.4444,out of intersection,,Green
,3.591852,0,81.17647,0.02196971,37.5,599.5,111.7331,out of intersection,,Green
,5.322799,0,53.72549,0.01016404,37.8,600.1,111.9743,out of intersection,,Green
,6.763785,0,53.72549,0.009765409,38.2,600.8,112.2113,out of intersection,,Green
,8.165849,0,0,0,38.7,601.6,112.4512,out of intersection,,Green
,9.530325,0,0,-0.01114529,39.3,602.5,112.6957,out of intersection,,Green
,10.85829,0,0,-0.02874646,39.9,603.7,112.9455,out of intersection,,Green
,12.35975,0,0,-0.04386385,40.7,605,113.2043,out of intersection,,Green
,13.50376,0,0,-0.06493007,41.5,606.3,113.4451,out of intersection,,Green
,14.69178,0,0,-0.07170682,42.3,607.8,113.687,out of intersection,,Green
,15.86571,0,0,-0.1182855,43.5,610,114.0203,out of intersection,,Green
,17.73076,0,0,-0.1259822,44.5,611.9,114.2984,out of intersection,,Green
,18.71029,0,0,-0.1636377,45.4,614,114.5477,In intersection,,Green
,20.05302,0,0,-0.2160732,46.4,616.4,114.8197,In intersection,,Green
,21.21672,5.490196,0,-0.2594936,47.3,618.8,115.0807,In intersection,,Green
,22.27594,49.41177,0,-0.3837137,48,621.5,115.4141,In intersection,,Green
,17.61574,72.94118,0,-0.4929084,48.2,623.3,115.6627,In intersection,,Green
,13.6182,72.94118,0,-0.5464785,48.3,624.5,115.8963,In intersection,,Green
,10.34247,72.94118,0,-0.6296701,48.2,625.5,116.1599,In intersection,,Green
,6.252905,58.82353,0,-0.6940647,48.2,626,116.4234,In intersection,,Green
,2.580903,13.33333,0,-0.7272124,48.2,626.1,116.6752,In intersection,,Green
,0.000690323,0,0,-0.768517,48.2,626.1,116.915,In intersection,,Green
,9.68E-05,0,41.17647,-0.7788202,48.2,626.1,117.1631,In intersection,,Green
,1.71E-05,0,97.64706,-0.8027381,48.1,626.2,117.4138,In intersection,,Green
,1.528136,0,100,-0.8220565,48.1,626.4,117.6587,In intersection,,Green
,3.051004,0,76.47059,-0.8252455,48,626.8,117.9052,In intersection,,Green
,4.651793,0,72.54902,-0.8252455,47.8,627.5,118.1615,In intersection,,Green
,6.203231,0,68.62746,-0.8237737,47.5,628.2,118.4069,In intersection,,Green
,7.591693,0,62.35294,-0.7219689,47.1,629,118.669,In intersection,,Green
,9.046805,0,61.56863,-0.6195204,46.5,630,118.9376,In intersection,,Green
,10.46432,0,61.56863,-0.5483184,45.7,631,119.191,In intersection,,Green
,11.84783,0,60,-0.4998692,44.6,632,119.444,In intersection,,Green
,13.08649,0,60,-0.447679,43.5,633,119.6923,In intersection,,Green
,14.25529,0,60,-0.3434824,42.1,633.8,119.9363,In intersection,,Green
,15.41468,0,60,-0.1792764,40.5,634.7,120.1975,In intersection,,Green
,16.9025,0,60,-0.03202752,38.6,635.5,120.4436,In intersection,,Green
7,20.3299,0,0,0,-308.9,733,120.5243,out of intersection,,Green
,20.57627,0,0,0,-307.6,735,120.7893,out of intersection,,Green
,21.07149,0,0,0,-305.9,737.5,121.092,out of intersection,,Green
,21.07149,0,0,0,-305.9,737.5,121.1017,out of intersection,,Green
,21.53403,0,0,0,-304.1,740.1,121.4351,out of intersection,,Green
,22.31797,100,0,0,-302.3,742.7,121.7684,out of intersection,,Green
,22.31797,100,0,0,-300.7,745,122.0359,out of intersection,,Green
,23.0295,100,0,0,-299.2,747.2,122.3201,out of intersection,,Green
,18.95723,100,0,0,-298.2,748.6,122.5504,out of intersection,,Green
,15.5663,100,0,0,-297.4,749.8,122.7854,out of intersection,,Green
,11.94921,100,0,0,-296.7,750.7,123.0204,out of intersection,,Green
,8.410795,0,0,-0.001363456,-296.4,751.2,123.2481,out of intersection,,Green
,5.261746,0,0,-0.02196971,-296.1,751.7,123.4885,out of intersection,,Green
,5.385237,0,0,-0.04162537,-295.7,752.2,123.724,out of intersection,,Green
,5.70402,0,0,-0.04233064,-295.4,752.7,123.96,out of intersection,,Green
,6.012815,61.96078,0,-0.04233064,-295,753.2,124.1992,out of intersection,,Green
,6.3131,100,0,-0.04233064,-294.7,753.6,124.439,out of intersection,,Green
,3.016706,100,0,-0.04233064,-294.6,753.7,124.6905,out of intersection,,Green
,0.001009036,100,0,-0.04199334,-294.6,753.7,124.9917,out of intersection,,Green
,7.28E-05,100,0,-0.03880428,-294.6,753.7,125.2338,out of intersection,,Green
,1.17E-05,100,0,-0.03779236,-294.6,753.7,125.5671,out of intersection,,Green
,2.74E-06,29.01961,0,-0.02564939,-294.6,753.7,125.8166,out of intersection,,Green
,7.63E-07,0,0,-0.01592889,-294.6,753.7,126.0904,out of intersection,,Green
,1.05E-06,0,0,-0.01270916,-294.6,753.8,126.336,out of intersection,,Green
,0.514424,0,0,-0.0121572,-294.6,753.8,126.6006,out of intersection,,Green
,1.009224,0,0,-0.0121572,-294.5,754,126.8633,out of intersection,,Green
,1.499963,0,0,-0.01197322,-294.4,754.1,127.1142,out of intersection,,Green
,1.955101,0,0,-0.008784159,-294.3,754.3,127.3501,out of intersection,,Green
,2.338619,0,0,-0.008446854,-294.1,754.6,127.5929,out of intersection,,Green
,2.816285,0,0,-0.008446854,-293.9,754.8,127.8182,out of intersection,,Green
,3.168129,0,0,-0.008446854,-293.7,755.1,128.0579,out of intersection,,Green
,3.564353,5.490196,0,-0.008446854,-293.5,755.5,128.3174,out of intersection,,Green
,3.972727,100,0,-0.008446854,-293.3,755.7,128.5544,out of intersection,,Green
,0.746806,100,0,-0.008446854,-293.3,755.7,128.7866,out of intersection,,Green
,0.000430256,100,0,-0.008446854,-293.3,755.7,129.018,out of intersection,,Green
,8.94E-05,100,0,-0.008446854,-293.3,755.7,129.2567,out of intersection,,Green
,2.05E-05,100,0,-0.002436698,-293.3,755.7,129.4875,out of intersection,,Green
,1.26E-05,100,0,0,-293.3,755.7,129.7358,out of intersection,,Green
,9.13E-06,100,0,0,-293.3,755.7,130.0691,out of intersection,,Green
,7.95E-06,90.19608,0,0,-293.3,755.7,130.3106,out of intersection,,Green
,8.15E-06,0,0,0,-293.3,755.7,130.5472,out of intersection,,Green
,8.10E-06,0,0,0,-293.3,755.7,130.7891,out of intersection,,Green
,7.97E-06,0,0,0,-293.3,755.7,131.0234,out of intersection,,Green
,7.96E-06,0,0,0,-293.3,755.7,131.2545,out of intersection,,Green
,8.66E-06,0,0,0,-293.3,755.7,131.4905,out of intersection,,Green
,7.81E-06,0,0,0,-293.3,755.7,131.7301,out of intersection,,Green
,7.93E-06,0,0,0,-293.3,755.7,131.9701,out of intersection,,Green
,8.37E-06,0,0,0,-293.3,755.7,132.2081,out of intersection,,Green
,7.92E-06,0,0,0,-293.3,755.7,132.4476,out of intersection,,Green
,7.93E-06,0,0,0,-293.3,755.7,132.6859,out of intersection,,Green
,7.92E-06,0,0,0,-293.3,755.7,133.0192,out of intersection,,Green
,8.89E-06,0,0,0,-293.3,755.7,133.2706,out of intersection,,Green
,7.96E-06,0,0,0,-293.3,755.7,133.5865,out of intersection,,Green
,8.09E-06,0,0,0,-293.3,755.7,133.8397,out of intersection,,Green
,7.91E-06,0,0,0,-293.3,755.7,134.0818,out of intersection,,Green
,8.09E-06,0,0,0,-293.3,755.7,134.3126,out of intersection,,Green
,7.87E-06,0,0,0,-293.3,755.7,134.5538,out of intersection,,Green
,7.92E-06,0,0,0,-293.3,755.7,134.8067,out of intersection,,Green
,7.94E-06,0,0,0,-293.3,755.7,135.0863,out of intersection,,Green
,8.01E-06,0,0,0,-293.3,755.7,135.3615,out of intersection,,Green
,7.92E-06,0,0,0,-293.3,755.7,135.6212,out of intersection,,Green
,8.17E-06,0,0,0,-293.3,755.7,135.8518,out of intersection,,Green
,7.96E-06,0,0,0,-293.3,755.7,136.109,out of intersection,,Green
,7.92E-06,0,0,0,-293.3,755.7,136.3379,out of intersection,,Green
,8.14E-06,0,0,0,-293.3,755.7,136.5785,out of intersection,,Green
,7.93E-06,0,0,0,-293.3,755.7,136.8241,out of intersection,,Green
,8.04E-06,0,0,0,-293.3,755.7,137.0709,out of intersection,,Green
,8.12E-06,0,0,0,-293.3,755.7,137.402,out of intersection,,Green
,7.98E-06,0,0,0,-293.3,755.7,137.6597,out of intersection,,Green
,7.91E-06,0,0,0,-293.3,755.7,137.9265,out of intersection,,Green
,7.95E-06,0,0,0,-293.3,755.7,138.1956,out of intersection,,Green
,8.06E-06,0,0,0,-293.3,755.7,138.5192,out of intersection,,Green
,7.92E-06,0,0,0,-293.3,755.7,138.7532,out of intersection,,Green
,7.94E-06,0,0,0,-293.3,755.7,138.9872,out of intersection,,Green
,7.87E-06,0,0,0,-293.3,755.7,139.2142,out of intersection,,Green
,8.31E-06,0,0,0,-293.3,755.7,139.4373,out of intersection,,Green
,7.91E-06,0,0,0,-293.3,755.7,139.6926,out of intersection,,Green
,8.45E-06,0,0,0,-293.3,755.7,139.9196,out of intersection,,Green
,7.96E-06,0,0,0,-293.3,755.7,140.1577,out of intersection,,Green
,7.96E-06,0,0,0,-293.3,755.7,140.3875,out of intersection,,Green
,1.01E-05,0,0,0,-293.3,755.7,140.626,out of intersection,,Green
,8.56E-06,0,0,0,-293.3,755.7,140.854,out of intersection,,Green
,8.57E-06,0,0,0,-293.3,755.7,141.0935,out of intersection,,Green
,8.22E-06,0,0,0,-293.3,755.7,141.3203,out of intersection,,Green
,7.90E-06,0,0,0,-293.3,755.7,141.5619,out of intersection,,Green
,7.95E-06,0,0,0,-293.3,755.7,141.8054,out of intersection,,Green
,8.12E-06,0,0,0,-293.3,755.7,142.0509,out of intersection,,Green
,8.24E-06,0,0,0,-293.3,755.7,142.3281,out of intersection,,Green
,8.22E-06,0,0,0,-293.3,755.7,142.5754,out of intersection,,Green
,8.27E-06,0,0,0,-293.3,755.7,142.8085,out of intersection,,Green
,8.52E-06,0,0,0,-293.3,755.7,143.0363,out of intersection,,Green
,7.91E-06,0,0,0,-293.3,755.7,143.2628,out of intersection,,Green
,7.91E-06,0,0,0,-293.3,755.7,143.4997,out of intersection,,Green
,8.02E-06,0,0,0,-293.3,755.7,143.7282,out of intersection,,Green
,8.10E-06,0,0,0,-293.3,755.7,143.9635,out of intersection,,Green
,7.96E-06,0,0,0,-293.3,755.7,144.2303,out of intersection,,Green
,7.89E-06,0,0,0,-293.3,755.7,144.4984,out of intersection,,Green
,7.97E-06,0,0,0,-293.3,755.7,144.7313,out of intersection,,Green
,7.92E-06,0,0,0,-293.3,755.7,144.9656,out of intersection,,Green
,7.94E-06,0,0,0,-293.3,755.7,145.2353,out of intersection,,Green
,7.98E-06,0,0,0,-293.3,755.7,145.4716,out of intersection,,Green
,8.02E-06,0,0,0,-293.3,755.7,145.7018,out of intersection,,Green
,7.91E-06,0,0,0,-293.3,755.7,145.9461,out of intersection,,Green
,8.17E-06,0,0,0,-293.3,755.7,146.1837,out of intersection,,Green
,8.06E-06,0,0,0,-293.3,755.7,146.4299,out of intersection,,Green
,7.91E-06,0,0,0,-293.3,755.7,146.6757,out of intersection,,Green
,7.92E-06,0,0,0,-293.3,755.7,146.9134,out of intersection,,Green
,8.07E-06,0,0,0,-293.3,755.7,147.1483,out of intersection,,Green
,7.92E-06,0,0,0,-293.3,755.7,147.3803,out of intersection,,Green
,7.89E-06,0,0,0,-293.3,755.7,147.6159,out of intersection,,Green
,7.89E-06,0,0,0,-293.3,755.7,147.8479,out of intersection,,Green
,8.27E-06,0,0,0,-293.3,755.7,148.0844,out of intersection,,Green
,8.00E-06,0,0,0,-293.3,755.7,148.3202,out of intersection,,Green
,7.97E-06,0,0,0,-293.3,755.7,148.6256,out of intersection,,Green
,7.88E-06,0,0,0,-293.3,755.7,148.8644,out of intersection,,Green
,7.99E-06,0,0,0,-293.3,755.7,149.1339,out of intersection,,Green
,7.92E-06,0,0,0,-293.3,755.7,149.3953,out of intersection,,Green
,7.89E-06,0,0,0,-293.3,755.7,149.6395,out of intersection,,Green
,8.08E-06,0,0,0,-293.3,755.7,149.8721,out of intersection,,Green
,7.94E-06,0,0,0,-293.3,755.7,150.125,out of intersection,,Green
,7.94E-06,0,0,0,-293.3,755.7,150.4017,out of intersection,,Green
,8.02E-06,0,0,0,-293.3,755.7,150.6678,out of intersection,,Green
,7.91E-06,0,0,0,-293.3,755.7,150.9221,out of intersection,,Green
,8.03E-06,0,0,0,-293.3,755.7,151.1516,out of intersection,,Green
,8.04E-06,0,0,0,-293.3,755.7,151.3866,out of intersection,,Green
,7.95E-06,0,0,0,-293.3,755.7,151.6404,out of intersection,,Green
,8.11E-06,0,0,0,-293.3,755.7,151.9045,out of intersection,,Green
,7.93E-06,0,0,0,-293.3,755.7,152.149,out of intersection,,Green
,7.95E-06,0,0,0,-293.3,755.7,152.3849,out of intersection,,Green
,7.93E-06,0,0,0,-293.3,755.7,152.6261,out of intersection,,Green
,8.07E-06,0,0,0,-293.3,755.7,152.901,out of intersection,,Green
,7.88E-06,0,0,0,-293.3,755.7,153.158,out of intersection,,Green
,8.03E-06,0,0,0,-293.3,755.7,153.3927,out of intersection,,Green
,7.98E-06,0,0,0,-293.3,755.7,153.726,out of intersection,,Green
,8.03E-06,0,0,0,-293.3,755.7,153.9643,out of intersection,,Green
,7.90E-06,0,0,0,-293.3,755.7,154.1885,out of intersection,,Green
,7.88E-06,0,0,0,-293.3,755.7,154.4654,out of intersection,,Green
,2.826273,0,0,0,-293.2,755.8,154.6939,out of intersection,,Green
,5.524215,0,0,0,-293,756.2,154.9316,out of intersection,,Green
,7.884316,0,0,0,-292.6,756.9,155.1773,out of intersection,,Green
,9.769938,0,0,0,-292.1,757.6,155.4051,out of intersection,,Green
,11.47307,0,0,0,-291.4,758.6,155.6445,out of intersection,,Green
,13.62065,0,0,0,-290.4,760.1,155.9577,out of intersection,,Green
,14.84348,0,0,0,-289.6,761.4,156.1994,out of intersection,,Green
,16.0912,0,0,0,-288.6,763,156.4688,out of intersection,,Green
,17.10589,0,0,0,-287.6,764.6,156.7169,out of intersection,,Green
,17.92959,0,0,0,-286.5,766.3,156.9717,out of intersection,,Green
,18.64532,0,0,0,-285.6,767.9,157.2074,out of intersection,,Green
,19.18575,0,0,0,-284.4,769.8,157.4507,out of intersection,,Green
,19.87885,0,0,0,-283.4,771.4,157.689,out of intersection,,Green
,20.34521,0,0,0,-282.2,773.2,157.9231,out of intersection,,Green
,20.55709,0,0,0,-281,775.2,158.1715,out of intersection,,Green
,20.93335,0,0,0,-279.8,777.1,158.4117,out of intersection,,Green
,21.24777,0,0,0,-278.6,779.1,158.6535,out of intersection,,Green
,21.5627,0,0,0,-277.4,781,158.8992,out of intersection,,Green
,21.89496,0,0,0,-276.1,783.2,159.1518,out of intersection,,Green
,22.1428,0,0,0,-274.9,785,159.3864,out of intersection,,Green
,22.3911,0,0,0,-273.7,787.1,159.6192,out of intersection,,Green
,22.57695,0,0,0,-272.4,789.1,159.8551,out of intersection,,Green
,22.73299,0,0,0,-270.9,791.5,160.1499,out of intersection,,Green
,22.83392,0,0,0,-269.6,793.6,160.3859,out of intersection,,Green
,22.91945,0,0,0,-268.3,795.7,160.6212,out of intersection,,Green
,23.0001,0,0,0,-267.1,797.8,160.856,out of intersection,,Green
,23.07844,0,0,0,-265.8,800,161.099,out of intersection,,Green
,23.14248,0,0,0,-264.6,802.1,161.3343,In intersection,,Green
,23.15536,0,0,0,-263.5,804.3,161.581,In intersection,,Green
,23.17172,0,0,0,-262.3,806.5,161.8182,In intersection,,Green
,23.21218,0,0,0,-261.1,808.7,162.0588,In intersection,,Green
,22.80639,0,0,0,-259.7,810.7,162.2925,In intersection,,Green
,22.17334,0,0,0,-257.7,811.9,162.5361,In intersection,,Green
,22.34866,0,0,0,-255.5,812,162.7661,In intersection,,Green
,22.54774,0,0,0,-253.2,811.2,163.0074,In intersection,,Green
,22.68053,0,0,0,-251.1,810,163.2413,In intersection,,Green
,22.79887,0,0,0,-249.1,808.7,163.4754,In intersection,,Green
3,23.5842,0,0,0,-104.3,717.4,163.554,out of intersection,,Green
,23.5789,0,0,0,-101.2,715.6,163.8873,out of intersection,,Green
,23.58919,0,0,0,-99,714.3,164.1351,out of intersection,,Green
,23.60797,0,0,0,-96.5,712.8,164.4104,out of intersection,,Green
,23.61701,0,0,0,-94.3,711.5,164.6499,out of intersection,,Green
,23.62302,0,0,0,-92.1,710.2,164.8953,out of intersection,,Green
,23.62191,0,0,0,-89.8,708.8,165.1479,out of intersection,,Green
,23.62389,0,0,0,-87.6,707.5,165.3944,out of intersection,,Green
,23.62867,0,0,0,-85.4,706.2,165.6446,out of intersection,,Green
,23.62419,0,0,0,-83,704.9,165.898,out of intersection,,Green
,23.60905,0,0,0,-80.4,703.5,166.1655,out of intersection,,Green
,23.58853,0,9.019608,-0.02270564,-78.2,702.3,166.4122,out of intersection,,Green
,23.58853,0,30.98039,-0.01359842,-75.8,701,166.6826,out of intersection,,Green
,23.54982,0,23.92157,0.00826287,-73.4,699.7,166.9281,out of intersection,,Green
,22.80387,0,5.098039,0.01908728,-71.3,698.6,167.1741,out of intersection,,Green
,22.10879,0,21.56863,0.01884197,-69.4,697.5,167.3994,out of intersection,,Green
,21.50146,0,60,0.02656932,-67.4,696.5,167.6358,out of intersection,,Green
,20.86391,0,80.39216,0.02831717,-65.3,695.3,167.8914,out of intersection,,Green
,20.1925,0,96.07843,0,-63.2,694.1,168.1668,out of intersection,,Green
,19.48395,0,100,-0.01270916,-61.4,693.1,168.4173,out of intersection,,Green
,18.88873,0,100,-0.01844334,-59.7,692.1,168.6642,out of intersection,,Green
,18.31005,0,100,-0.03647381,-57.7,690.9,168.93,out of intersection,,Green
,17.6573,0,100,-0.02534275,-56.1,690,169.1668,out of intersection,,Green
,17.11839,0,100,0,-54.6,689.2,169.4001,out of intersection,,Green
,16.68706,0,100,0,-53.1,688.4,169.6449,In intersection,,Green
,16.35682,0,100,0,-51.6,687.6,169.8778,In intersection,,Green
,15.87335,0,100,0,-50.1,686.8,170.109,In intersection,,Green
,16.64166,0,100,0.006484355,-48.5,685.9,170.3573,In intersection,,Green
,17.77129,0,100,-0.004552518,-46.9,685,170.5828,In intersection,,Green
,18.57051,0,100,-0.01375174,-45.1,684,170.818,In intersection,,Green
,19.6766,0,85.88235,-0.007526931,-43.2,683,171.0498,In intersection,,Green
,20.77007,0,64.70589,0,-41.2,681.9,171.286,In intersection,,Green
,21.83343,0,71.76471,0,-39.2,680.8,171.5136,In intersection,,Green
,22.76186,0,84.31373,-0.003663261,-36.3,679.2,171.8413,In intersection,,Green
,24.04752,0,69.41177,-0.01362908,-33.8,677.8,172.0945,In intersection,,Green
,25.06348,0,59.21569,-0.01080799,-31.4,676.4,172.3322,In intersection,,Green
,25.97576,0,47.45098,-0.007036308,-29.2,675.1,172.5601,In intersection,,Green
,26.79222,0,34.11765,-0.01074666,-26.4,673.6,172.8135,In intersection,,Green
7,29.30844,0,0,0,68.5,619.7,172.9003,out of intersection,,Green
,27.06083,0,0,0,72.2,617.9,173.2336,out of intersection,,Green
,26.50139,0,0,0,75.3,616.5,173.5114,out of intersection,,Green
,26.11752,0,0,0,77.6,615.5,173.7456,out of intersection,,Green
,25.74225,0,0,0,80.2,614.4,173.9861,out of intersection,,Green
,25.37757,0,0,0,82.9,613.2,174.2326,out of intersection,,Green
,25.08303,0,0,0,85.3,612.1,174.4715,out of intersection,,Green
,24.82761,0,0,0,87.8,611,174.7107,out of intersection,,Green
,24.62688,0,0,0,90,610,174.9439,out of intersection,,Green
,24.43494,0,0,0.003601932,92.4,609,175.1868,out of intersection,,Green
,24.43494,0,0,0.009673418,95,607.8,175.4452,out of intersection,,Green
,24.22308,0,0,0.01537693,97.3,606.7,175.687,out of intersection,,Green
,23.52424,0,63.92157,0.01479432,99.7,605.5,175.929,out of intersection,,Green
,22.76159,0,96.86275,-0.002038065,101.9,604.4,176.1753,out of intersection,,Green
,23.60281,0,100,-0.01096131,104.1,603.3,176.407,out of intersection,,Green
,24.48215,0,100,-0.01697146,106.5,602.1,176.6466,out of intersection,,Green
,25.41688,0,100,-0.01697146,108.9,600.9,176.8795,out of intersection,,Green
,26.32218,0,100,-0.01697146,112.2,599.2,177.1749,out of intersection,,Green
,27.41618,0,100,-0.01341443,115.1,597.8,177.4289,out of intersection,,Green
,28.32014,0,100,0,117.6,596.5,177.6634,out of intersection,,Green
,29.07959,0,100,0,120.4,595.1,177.8959,In intersection,,Green
,29.88344,0,100,0.000995487,123.3,593.7,178.1295,In intersection,,Green
,30.66602,0,100,0.01289314,126.3,592.2,178.3688,In intersection,,Green
,30.79168,0,100,0.01608221,129.4,590.6,178.6432,In intersection,,Green
,30.85572,0,100,0.01608221,132.5,589,178.8951,In intersection,,Green
,30.85752,0,100,0.01608221,135.4,587.4,179.1372,In intersection,,Green
,30.79568,0,100,0.0130158,138,586,179.3628,In intersection,,Green
,30.7317,0,100,0,140.9,584.4,179.6066,In intersection,,Green
,30.7916,0,100,0,143.7,582.7,179.8369,In intersection,,Green
,30.79403,0,100,0,146.5,581.1,180.0764,In intersection,,Green
5,29.28111,0,0,0,184.7,558.2,180.1583,out of intersection,,Green
,27.20808,0,0,0,187.5,556.6,180.4275,out of intersection,,Green
,26.64442,0,0,0,190.5,555,180.6938,out of intersection,,Green
,26.25234,0,0,0,192.8,553.8,180.9273,out of intersection,,Green
,25.87119,0,0,0,195.3,552.6,181.1609,out of intersection,,Green
,25.50342,0,0,0,198,551.3,181.4183,out of intersection,,Green
,25.08597,0,0,0,201.4,549.6,181.7516,out of intersection,,Green
,24.8521,0,0,0,203.8,548.3,181.988,out of intersection,,Green
,24.66367,0,0,0,205.9,547.1,182.214,out of intersection,,Green
,24.48914,0,0,0,208.1,545.7,182.4518,out of intersection,,Green
,24.33014,0,0,0,210.4,544.4,182.6882,out of intersection,,Green
,24.20805,0,0,0,212.4,543.1,182.9158,out of intersection,,Green
,24.10207,100,0,0,214.4,541.9,183.1385,out of intersection,,Green
,24.10207,100,0,0,217,540.4,183.4248,out of intersection,,Green
,23.95651,100,0,0.009305449,219,539.1,183.6552,out of intersection,,Green
,20.42499,0,0,0.01553025,220.7,538.1,183.8973,out of intersection,,Green
,16.6851,0,0,0.04573436,222.2,537.2,184.1408,out of intersection,,Green
,15.26167,0,0,0.1039654,223.6,536.4,184.3703,out of intersection,,Green
,14.78873,0,0,0.1825881,224.8,535.6,184.6032,out of intersection,,Green
,14.90575,0,0,0.2928867,226.3,534.6,184.8711,In intersection,,Green
,14.39543,0,0,0.2997555,227.6,533.6,185.1281,In intersection,,Green
,13.43212,0,0,0.2991422,228.7,532.6,185.3724,In intersection,,Green
,13.05162,0,0,0.3004914,229.6,531.6,185.6178,In intersection,,Green
,12.64666,0,0,0.3370736,230.6,530.5,185.8709,In intersection,,Green
,12.67718,0,0,0.3948754,231.3,529.6,186.1039,In intersection,,Green
,11.90542,0,0,0.4400742,232.1,528.4,186.3489,In intersection,,Green
,11.92006,0,0,0.461999,232.6,527.4,186.5737,In intersection,,Green
,11.19893,0,5.098039,0.4851504,233.1,526.4,186.8035,In intersection,,Green
,11.02136,0,64.70589,0.4878182,233.5,525.3,187.0287,In intersection,,Green
,12.12575,0,74.11765,0.4964654,233.8,524.1,187.2635,In intersection,,Green
,13.01325,0,85.09804,0.4975694,234,522.7,187.4856,In intersection,,Green
,14.36977,0,97.64706,0.5172557,234.1,521.1,187.7271,In intersection,,Green
,15.52989,0,84.31373,0.549085,234,519.4,187.9543,In intersection,,Green
,16.64951,0,83.52941,0.5620252,233.7,517.8,188.1789,In intersection,,Green
,17.41064,0,83.52941,0.5004211,233.1,515.8,188.4399,In intersection,,Green
7,20.19129,0,0,0,148,367.2,188.5243,out of intersection,,Green
,19.47268,0,0,0,146.8,365.1,188.8043,out of intersection,,Green
