,Speed,Brake,Gas,Steering,X-Position,Z-Position,Time ,Out/At Intersection,,Traffic Light
,20.08115,0,0,0,145.2,362.7,189.1188,out of intersection,,Green
,20.88366,0,0,0,143.3,360.2,189.4521,out of intersection,,Green
,20.97524,0,0,0,141.9,358.2,189.7202,out of intersection,,Green
,21.35566,0,0,0,140.4,356.3,189.97,out of intersection,,Green
,21.54555,0,0,-0.03742439,138.9,354.3,190.2363,out of intersection,,Green
,21.54555,0,0,-0.05891991,137.3,352.3,190.5,out of intersection,,Green
,21.75584,0,0,-0.0476662,135.7,350.2,190.7718,out of intersection,,Green
,21.05397,0,0,-0.02157107,134.3,348.2,191.0294,out of intersection,,Green
,20.38761,0,0,-0.01930193,133.1,346.4,191.2719,out of intersection,,Green
,19.77913,0,0,-0.01010271,131.9,344.7,191.5106,out of intersection,,Green
,19.19594,0,0,-0.01007205,130.7,343.1,191.7554,out of intersection,,Green
,18.62221,0,0,-0.01007205,129.7,341.6,191.9885,out of intersection,,Green
,18.10411,0,0,-0.02374822,128.5,339.9,192.2363,out of intersection,,Green
,17.50653,0,0,-0.02874646,127.5,338.3,192.4871,out of intersection,,Green
,16.97529,0,0,-0.04233064,126.3,336.6,192.753,out of intersection,,Green
,16.5661,0,0,-0.04110408,125.5,335.3,192.9849,out of intersection,,Green
,15.58955,0,0,-0.02476014,124.5,333.8,193.2484,out of intersection,,Green
,15.57361,0,0,-0.02304295,123.6,332.4,193.4717,out of intersection,,Green
,15.10558,0,0,-0.022491,122.8,331.1,193.714,out of intersection,,Green
,14.68326,0,0,-0.01503963,122.1,329.9,193.9449,out of intersection,,Green
,13.78866,0,0,-0.01111463,121.3,328.6,194.1734,out of intersection,,Green
,13.38723,0,0,-0.008293534,120.6,327.4,194.4104,out of intersection,,Green
,13.03732,0,0,-0.007925565,119.9,326.3,194.647,out of intersection,,Green
,13.17798,0,0,-0.002774003,119.2,325.1,194.8831,out of intersection,,Green
,12.81539,0,0,0,118.6,323.9,195.1235,out of intersection,,Green
,12.44926,0,0,0,117.8,322.7,195.3688,out of intersection,,Green
,11.67507,0,0,0,117.1,321.5,195.6514,out of intersection,,Green
,11.1826,0,0,0,116.5,320.5,195.8826,out of intersection,,Green
,11.12761,0,0,0,115.9,319.5,196.115,out of intersection,,Green
,10.81477,0,0,0,115.3,318.5,196.3659,out of intersection,,Green
,10.5096,0,0,0,114.8,317.6,196.6068,out of intersection,,Green
,10.20902,0,0,0,114.2,316.6,196.8616,out of intersection,,Green
,9.894605,0,0,0,113.4,315.3,197.1905,out of intersection,,Green
,9.480472,0,0,0,112.9,314.5,197.4455,out of intersection,,Green
,9.193278,0,0,0,112.4,313.6,197.6888,out of intersection,,Green
,8.88266,0,0,0,111.9,312.8,197.9163,out of intersection,,Green
,8.621031,0,0,0,111.5,312.1,198.1411,out of intersection,,Green
,8.368232,0,0,0.02071248,111,311.3,198.3911,In intersection,,Green
,8.075412,0,0,0.061741,110.6,310.6,198.6229,In intersection,,Green
,7.840503,0,0,0.07771698,110.2,309.9,198.8637,In intersection,,Green
,7.591238,0,0,0.09651405,109.8,309.2,199.0918,In intersection,,Green
,7.344965,0,0,0.1410996,109.4,308.6,199.3254,In intersection,,Green
,7.136841,0,0,0.1941791,109,308,199.5501,In intersection,,Green
,6.906529,0,0,0.2104311,108.6,307.4,199.7948,In intersection,,Green
,6.665737,0,33.33334,0.2527474,108.2,306.8,200.0301,In intersection,,Green
,6.431154,0,51.37255,0.2912615,107.7,306.3,200.2663,In intersection,,Green
,7.667458,0,56.07843,0.2987129,107.2,305.6,200.5025,In intersection,,Green
,9.013366,0,60,0.2919974,106.4,304.7,200.7862,In intersection,,Green
,10.52941,0,68.62746,0.2960451,105.5,303.8,201.0252,In intersection,,Green
,11.83602,0,31.76471,0.340968,104.5,302.9,201.2591,In intersection,,Green
,13.22461,0,0,0.4107594,103.3,302,201.494,In intersection,,Green
,14.43696,0,0,0.5034568,102,301.1,201.7302,In intersection,,Green
,15.60173,0,0,0.5978715,100.6,300.3,201.9564,In intersection,,Green
,16.38243,0,0,0.6572984,98.9,299.7,202.192,In intersection,,Green
,17.46096,0,0,0.6997682,97.2,299.3,202.4231,In intersection,,Green
,18.62296,0,0,0.7294203,94.6,299.3,202.7128,In intersection,,Green
,19.7435,0,0,0.7439858,92.7,299.7,202.9418,In intersection,,Green
,31.40436,0,0,0,-256.8,-338.2,0.7516171,out of intersection,,Red
,31.94067,0,0,0,-254.5,-333.9,1.08495,out of intersection,,Red
,33.00908,0,0,-0.00025955,-248.3,-322.4,1.990541,out of intersection,,Red
,33.00908,0,0,-0.009336112,-245.9,-318,2.323874,out of intersection,,Red
,33.31636,0,0,0.01645018,-243.6,-313.8,2.657207,out of intersection,,Red
,32.68,0,0,0.04659295,-241.7,-310.2,2.938084,out of intersection,,Red
,32.08807,0,0,0.05300174,-239.8,-306.7,3.217082,out of intersection,,Red
,31.54296,0,0,0.04959803,-238,-303.6,3.481114,out of intersection,,Red
,31.01443,8.627451,0,0.05048729,-236,-300.3,3.756978,out of intersection,,Red
,30.45491,8.627451,0,0.03705643,-234.1,-297.3,4.031371,out of intersection,,Red
,26.03498,41.56863,0,0.001884745,-232.5,-294.9,4.310501,out of intersection,,Red
,21.52316,91.76471,0,-0.0125865,-231.1,-292.9,4.600596,out of intersection,,Red
,17.23928,100,0,-0.03484862,-229.8,-291.1,4.93393,out of intersection,,Red
,12.16513,0,0,-0.04827948,-229,-290,5.241478,out of intersection,,Red
,7.328609,0,0,-0.06545135,-228.5,-289.3,5.528948,out of intersection,,Red
,7.39395,0,0,-0.06548202,-228,-288.5,5.799088,out of intersection,,Red
,7.667002,0,23.92157,-0.06548202,-227.4,-287.5,6.132422,out of intersection,,Red
,8.037229,0,1.176471,-0.06548202,-226.8,-286.6,6.418046,out of intersection,,Red
,10.22193,0,0,-0.06649393,-225.9,-285.3,6.711912,out of intersection,,Red
,12.3922,0,0,-0.0730867,-225,-283.7,7.005857,out of intersection,,Red
,14.83139,0,0,-0.07569315,-224,-282,7.307141,out of intersection,,Red
,15.02607,0,0,-0.07572381,-223.1,-280.5,7.577858,out of intersection,,Red
,15.00121,0,0,-0.07593846,-222.1,-278.6,7.885155,out of intersection,,Red
,15.03288,0,0,-0.1410689,-221.1,-276.6,8.216431,out of intersection,,Red
,15.06863,0,0,-0.1874023,-220.3,-274.9,8.49311,out of intersection,,Red
,15.10234,0,0,-0.2083152,-219.5,-273,8.782265,In intersection,,Green
,15.15081,0,0,-0.2477799,-219,-271.4,9.060884,In intersection,,Green
,15.14359,0,0,-0.2553846,-218.4,-269.4,9.343251,In intersection,,Green
,15.21435,0,0,-0.317326,-218,-267.6,9.632357,In intersection,,Green
,15.23666,0,0,-0.4414541,-217.8,-265.5,9.924425,In intersection,,Green
,15.20117,0,0,-0.4675185,-217.8,-263.6,10.21565,In intersection,,Green
,15.19931,0,0,-0.4629189,-218,-261.7,10.49644,In intersection,,Green
,15.15289,0,0,-0.4801215,-218.6,-259.8,10.79456,In intersection,,Green
,15.19048,0,0,-0.4897193,-219.3,-258,11.08079,In intersection,,Green
,15.1876,0,0,-0.4756752,-220.4,-256.3,11.36771,In intersection,,Green
,15.13618,0,0,-0.375741,-221.8,-254.7,11.70104,In intersection,,Green
,15.12421,0,0,-0.2341037,-223.3,-253.4,11.97307,In intersection,,Green
,15.11934,8.627451,0,-0.02089646,-225,-252.1,12.30049,In intersection,,Green
7,29.18564,0,0,0,(-318.4,0,38.4649,out of intersection,,Green
,29.50887,0,0,0,-316.3,-434.6,38.78674,out of intersection,,Green
,29.75254,0,0,0,-314.5,-431.6,39.05786,out of intersection,,Green
,29.71045,0,0,0,-312.2,-427.7,39.39119,out of intersection,,Green
,29.50835,0,0,0,-310.5,-424.5,39.67647,out of intersection,,Green
,29.77719,0,0,0,-308.7,-421.2,39.95615,out of intersection,,Green
,29.99303,0,0,0,-306.8,-418,40.23981,out of intersection,,Green
,30.16932,0,0,0,-304.7,-414.9,40.50855,out of intersection,,Green
,30.32563,0,0,0,-302.7,-411.9,40.77276,out of intersection,,Green
,30.46392,0,0,-0.0166035,-300.8,-409,41.04247,out of intersection,,Green
,30.46392,0,0,-0.03880428,-298.7,-405.8,41.32212,out of intersection,,Green
,30.58021,0,0,-0.04116541,-296.8,-402.8,41.58169,out of intersection,,Green
,30.1862,0,0,-0.0400615,-295,-399.9,41.83948,out of intersection,,Green
,29.76141,0,0,-0.03947889,-293.2,-396.9,42.08948,out of intersection,,Green
,29.32262,0,0,-0.03947889,-291.7,-394.2,42.3303,out of intersection,,Green
,28.90521,0,0,-0.03098494,-290.2,-391.5,42.56708,out of intersection,,Green
,28.53192,0,0,0.002344706,-288.8,-388.8,42.81387,out of intersection,,Green
,28.21524,0,0,0.01255584,-287.5,-386.1,43.05202,out of intersection,,Green
,27.93746,0,0,0.01589822,-286.2,-383.4,43.29408,out of intersection,,Green
,27.65041,0,0,0.01589822,-284.9,-380.8,43.53763,out of intersection,,Green
,27.35232,0,0,0.01626619,-283.6,-378.2,43.78229,out of intersection,,Green
,27.06036,0,0,0.0169408,-282.1,-375.4,44.03386,out of intersection,,Green
,26.7525,0,0,0.009336112,-280.8,-372.8,44.2701,out of intersection,,Green
,26.47905,0,0,-0.009918729,-279.5,-370.3,44.5093,out of intersection,,Green
,26.20962,0,0,-0.01586756,-278.2,-367.9,44.75111,out of intersection,,Green
,25.94493,0,0,-0.004215214,-276.9,-365.4,44.99228,out of intersection,,Green
,25.70191,0,0,0,-275.6,-363,45.23933,out of intersection,,Green
,25.47297,0,0,7.56E-05,-274.4,-360.6,45.48089,out of intersection,,Green
,25.24153,0,0,0.01779939,-273,-358,45.72609,out of intersection,,Green
,25.00161,0,0,0.03791502,-271.8,-355.6,45.98264,out of intersection,,Green
,24.7827,0,0,0.04573436,-270.6,-353.3,46.22044,out of intersection,,Green
,24.55503,0,0,0.05174451,-269.3,-351,46.45,out of intersection,,Green
,24.3072,0,0,0.05376835,-268.1,-348.7,46.68979,out of intersection,,Green
,24.07785,0,0,0.02564939,-266.8,-346.5,46.93545,out of intersection,,Green
,23.89395,0,0,0,-265.3,-344.1,47.18465,out of intersection,,Green
,23.68756,0,0,0,-263.9,-342,47.42709,out of intersection,,Green
,23.50293,0,0,-0.01077732,-262.6,-339.9,47.66924,out of intersection,,Green
,23.31195,0,0,-0.01571424,-261.1,-337.6,47.9271,out of intersection,,Green
,23.13241,0,0,-0.01730877,-259.9,-335.7,48.15939,out of intersection,,Green
,22.98779,0,0,-0.00774158,-258.6,-333.6,48.39648,out of intersection,,Green
,22.83553,0,0,0.01779939,-257.4,-331.5,48.63509,out of intersection,,Green
,22.68577,0,0,0.04340389,-256.1,-329.5,48.87614,out of intersection,,Green
,22.53651,0,0,0.04643963,-254.7,-327.2,49.12329,out of intersection,,Green
,22.37423,0,0,0.04226932,-253.4,-325.2,49.37865,out of intersection,,Green
,22.22733,0,0,0.03086228,-252,-323.1,49.62535,out of intersection,,Green
,22.07018,0,0,0.01071599,-250.7,-321.1,49.87959,out of intersection,,Green
,21.9332,0,0,-0.000474198,-249.2,-319.1,50.13607,out of intersection,,Green
,21.79177,0,0,-0.02160174,-247.3,-316.4,50.4694,out of intersection,,Green
,21.61891,0,0,-0.02154041,-246,-314.5,50.71835,out of intersection,,Green
,21.49658,0,0,-0.01611287,-244.5,-312.4,50.97197,out of intersection,,Green
,21.35806,0,0,-0.01611287,-243.2,-310.6,51.21638,out of intersection,,Green
,21.23371,0,0,-0.01464099,-242,-308.7,51.45248,out of intersection,,Green
,21.12518,0,0,0,-240.7,-306.8,51.68647,out of intersection,,Green
,21.03306,0,0,0,-239.5,-304.9,51.9377,out of intersection,,Green
,20.93477,0,0,0.006882987,-238.2,-303,52.18094,out of intersection,,Green
,20.7817,0,0,0.007158963,-236.9,-301,52.42352,out of intersection,,Green
,20.56823,0,0,0.00697498,-235.7,-299.2,52.67993,out of intersection,,Green
,20.6826,0,0,0,-234.4,-297.2,52.93189,out of intersection,,Green
,20.435,0,0,0,-233.2,-295.4,53.17504,out of intersection,,Green
,20.34945,0,0,0,-232,-293.6,53.42036,out of intersection,,Green
,20.27835,0,0,-0.000106229,-230.8,-291.8,53.66072,out of intersection,,Green
,20.19358,0,0,-0.005288455,-229.6,-290,53.90085,out of intersection,,Green
,20.09281,0,0,-0.005288455,-228.3,-288,54.15327,out of intersection,,Green
,20.00549,0,0,-0.005288455,-227,-286.1,54.41142,out of intersection,,Green
,19.92333,0,0,-0.005288455,-225.8,-284.1,54.66706,out of intersection,,Green
,19.84772,0,0,-0.005288455,-224.5,-282.2,54.92662,out of intersection,,Green
,19.77039,0,0,-0.01166658,-223.4,-280.4,55.18064,out of intersection,,Green
,19.70103,0,0,-0.01166658,-222.1,-278.5,55.42611,out of intersection,,Green
,19.62764,0,0,-0.01166658,-221,-276.8,55.66928,out of intersection,,Green
,19.5634,0,0,-0.01166658,-219.9,-275,55.9138,out of intersection,,Green
,19.50331,25.88235,0,-0.0169408,-218.7,-273.2,56.15513,In intersection,,Green
,19.44941,29.01961,0,-0.02623201,-217.7,-271.6,56.39316,In intersection,,Green
,16.02704,29.01961,0,-0.04999666,-216.9,-270.2,56.64588,In intersection,,Green
,12.0984,29.01961,0,-0.09065722,-216.3,-269.2,56.90538,In intersection,,Green
,8.265293,0,0,-0.1602033,-215.9,-268.6,57.15345,In intersection,,Green
,4.828326,0,0,-0.2483012,-215.7,-268.1,57.41365,In intersection,,Green
,5.063278,0,0,-0.3306955,-215.4,-267.6,57.67248,In intersection,,Green
,5.475974,0,0,-0.4160642,-215.1,-267.1,57.92035,In intersection,,Green
,5.844413,0,0,-0.4769938,-214.8,-266.4,58.17095,In intersection,,Green
,6.230102,0,0,-0.5270068,-214.6,-265.8,58.41421,In intersection,,Green
,6.574537,0,0,-0.6042189,-214.4,-265.1,58.65187,In intersection,,Green
,6.907971,0,0,-0.6990322,-214.2,-264.3,58.89431,In intersection,,Green
,7.228817,0,0,-0.7642241,-214.1,-263.5,59.14388,In intersection,,Green
,7.561786,0,0,-0.8241723,-214.1,-262.6,59.38976,In intersection,,Green
,7.857815,0,0,-0.8924305,-214.1,-261.7,59.65694,In intersection,,Green
,8.165459,0,0,-0.8966928,-214.3,-260.8,59.90546,In intersection,,Green
,8.442999,0,0,-0.8933504,-214.6,-259.8,60.16766,In intersection,,Green
,8.726508,0,0,-0.8316849,-215,-259,60.41052,In intersection,,Green
,8.978878,0,0,-0.6834242,-215.6,-258.2,60.65748,In intersection,,Green
,9.228154,0,0,-0.4361492,-216.2,-257.4,60.89346,In intersection,,Green
,9.474595,0,0,-0.1295699,-216.9,-256.6,61.12813,In intersection,,Green
,9.715457,0,0,0.004736503,-217.7,-255.9,61.3637,In intersection,,Green
,9.945154,0,0,0.001547441,-218.4,-255.2,61.59818,In intersection,,Green
,10.15651,0,27.05882,0.007465605,-219.2,-254.4,61.8298,In intersection,,Green
,10.38484,0,42.7451,0.02804119,-220.1,-253.6,62.07828,In intersection,,Green
,12.28093,0,42.7451,4.49E-05,-221.1,-252.6,62.31349,In intersection,,Green
,14.15095,0,38.03922,-0.06180233,-222.2,-251.4,62.55352,In intersection,,Green
,15.88167,0,37.2549,-0.0747119,-223.5,-250.2,62.7861,In intersection,,Green
,26.81321,0,0,0,-163,67.5,62.87878,out of intersection,,Green
,26.79371,0,0,0,-161.5,70.5,63.16879,out of intersection,,Green
,26.84442,0,0,0,-159.9,73.5,63.43657,out of intersection,,Green
,26.88412,0,0,0,-158.4,76.5,63.70966,out of intersection,,Green
,26.91478,0,0,0,-156.9,79.2,63.98735,out of intersection,,Green
,26.94244,0,0,0,-155.5,82,64.24653,out of intersection,,Green
,26.97105,0,0,0,-153.9,85,64.52579,out of intersection,,Green
,27.00022,0,0,0,-152.4,88,64.79725,out of intersection,,Green
,27.02725,0,0,0,-150.9,90.8,65.06317,out of intersection,,Green
,27.05456,0,0,0,-149.4,93.8,65.33222,out of intersection,,Green
,27.0771,0,0,0,-147.9,96.6,65.59353,out of intersection,,Green
,27.09705,0,0,0.001210136,-146.5,99.4,65.85287,out of intersection,,Green
,27.09705,0,0,0.003019316,-145,102.4,66.13934,out of intersection,,Green
,27.07275,0,0,0.006699003,-143.9,105.1,66.38847,out of intersection,,Green
,26.80226,0,0,0.006699003,-142.8,108,66.63152,out of intersection,,Green
,26.50299,0,0,0.02267498,-141.8,110.6,66.88763,out of intersection,,Green
,26.2366,0,0,0.05186717,-140.7,113.5,67.13128,out of intersection,,Green
,25.95703,0,0,0.0716455,-139.7,116.1,67.37367,out of intersection,,Green
,25.70595,0,0,0.08026209,-138.6,118.6,67.61431,out of intersection,,Green
,25.46139,0,0,0.07596912,-137.5,121.1,67.86558,out of intersection,,Green
,25.22458,0,0,0.03779236,-136.2,123.7,68.11858,out of intersection,,Green
,24.97829,0,0,0.006147049,-134.9,126.2,68.36957,out of intersection,,Green
,24.74437,0,48.23529,0,-133.6,128.5,68.61376,out of intersection,,Green
,24.53723,0,88.2353,-0.02687596,-132.2,130.9,68.86136,out of intersection,,Green
,25.89319,0,100,-0.03451131,-130.4,134.3,69.18706,out of intersection,,Green
,27.78853,0,92.94118,-0.01988455,-128.6,137.4,69.46653,out of intersection,,Green
,29.3946,0,85.88235,-0.01988455,-127,140.5,69.72829,out of intersection,,Green
,30.83835,0,61.56863,-0.009152127,-125.3,143.7,69.98622,In intersection,,Green
,31.48362,0,54.50981,0,-123.6,146.8,70.2302,In intersection,,Green
,31.3573,0,51.37255,0.00841619,-122,150,70.49612,In intersection,,Green
,31.46245,0,39.60785,0.02463748,-120.5,152.9,70.73811,In intersection,,Green
,31.34411,0,18.43137,0.03282478,-118.9,155.8,70.98692,In intersection,,Green
,31.34015,0,7.450981,0.03521658,-117.2,159,71.24459,In intersection,,Green
,31.44539,0,4.313725,0.03533924,-115.3,162.3,71.5093,In intersection,,Green
,31.55336,0,4.313725,0.02834783,-113.4,165.4,71.77032,In intersection,,Green
,31.45053,0,2.745098,0.01157459,-111.6,168.2,72.0237,In intersection,,Green
3,17.84515,0,0,0,-23.1,302.9,72.12519,out of intersection,,Red
,18.15903,0,0,0,-21.7,305.3,72.45853,out of intersection,,Red
,18.28704,0,0,0,-20.7,307,72.71321,out of intersection,,Red
,18.28898,0,0,0,-19.6,308.8,72.96452,out of intersection,,Red
,18.45644,0,0,0,-18.5,310.7,73.21868,out of intersection,,Red
,18.49056,0,0,0,-17.4,312.5,73.48043,out of intersection,,Red
,18.64734,0,0,0,-16.3,314.4,73.73526,out of intersection,,Red
,18.65587,0,0,0,-15.2,316.2,73.99741,out of intersection,,Red
,18.80642,0,0,0,-14.1,318.1,74.27,out of intersection,,Red
,18.79526,0,0,0,-13,320,74.53078,out of intersection,,Red
,18.90848,69.80392,0,0,-11.9,321.9,74.78855,out of intersection,,Red
,18.90848,87.05882,0,-0.004767167,-10.7,324.1,75.07432,out of intersection,,Red
,18.90582,87.05882,0,-0.01543826,-9.7,325.8,75.33798,out of intersection,,Red
,15.20892,96.47059,0,-0.01951658,-8.9,327.1,75.60689,out of intersection,,Red
,11.29988,96.47059,0,-0.02506678,-8.4,328.1,75.87605,out of intersection,,Red
,7.198588,96.47059,0,-0.02506678,-8.1,328.7,76.14202,out of intersection,,Red
,3.514362,85.4902,0,-0.022491,-8,328.8,76.40633,out of intersection,,Red
,0.000422245,0,0,-0.01727811,-8,328.8,76.67181,out of intersection,,Red
,7.11E-05,0,0,-0.01491697,-8,328.8,76.93919,out of intersection,,Red
,0.5589148,0,0,-0.01255584,-8,328.7,77.19144,out of intersection,,Red
,1.002211,0,0,-0.009918729,-8.1,328.6,77.44644,out of intersection,,Red
,1.494793,0,0,-0.009428103,-8.2,328.4,77.7005,out of intersection,,Red
,1.989704,0,0,-0.009428103,-8.3,328.2,77.94974,out of intersection,,Red
,2.385807,0,13.72549,-0.009366776,-8.5,327.9,78.21186,out of intersection,,Red
,2.840711,0,43.52941,-0.009366776,-8.6,327.7,78.47548,out of intersection,,Red
,1.5177,0,39.60785,-0.009366776,-8.7,327.6,78.7377,out of intersection,,Red
,0.2924594,0,14.5098,-0.00902947,-8.6,327.6,78.99924,out of intersection,,Red
,0.8637714,0,21.56863,-0.007189627,-8.6,327.8,79.26458,out of intersection,,Red
,2.049626,0,16.86275,-0.007189627,-8.4,328.1,79.5283,out of intersection,,Red
,3.156394,0,17.64706,-0.007189627,-8.2,328.4,79.78347,out of intersection,,Red
,4.245895,0,0,-0.007189627,-7.9,328.9,80.04921,out of intersection,,Red
,5.313344,0,0,-0.007189627,-7.6,329.5,80.31097,out of intersection,,Red
,6.344577,0,0,-0.01470232,-7.2,330.2,80.55836,out of intersection,,Red
,7.339415,0,0,-0.02932908,-6.8,330.9,80.80087,out of intersection,,Red
,8.246415,0,0,-0.04239197,-6.3,331.8,81.07045,out of intersection,,Red
,9.18953,0,0,-0.05352303,-5.8,332.7,81.31227,out of intersection,,Red
,10.03877,0,0,-0.05496424,-5.2,333.8,81.56258,out of intersection,,Red
,10.75215,0,0,-0.0400615,-4.6,334.9,81.81429,out of intersection,,Red
,9.883706,0,0,-0.01418104,-4.1,335.7,82.06125,out of intersection,,Red
,9.109311,69.80392,0,-0.003663261,-3.7,336.6,82.31077,out of intersection,,Red
,8.358854,100,0,0,-3.3,337.3,82.58198,out of intersection,,Red
,4.426599,100,0,0,-3.2,337.5,82.83822,out of intersection,,Red
,0.8168721,100,0,0,-3.2,337.5,83.09433,out of intersection,,Red
,0.001365284,100,0,0,-3.2,337.5,83.33948,out of intersection,,Red
,5.52E-05,100,0,0,-3.2,337.5,83.59241,out of intersection,,Red
,1.65E-05,100,0,0,-3.2,337.5,83.83983,out of intersection,,Red
,1.97E-05,100,0,0,-3.2,337.5,84.08939,out of intersection,,Red
,1.83E-05,100,0,0,-3.2,337.5,84.34679,out of intersection,,Red
,1.88E-05,100,0,0,-3.2,337.5,84.60105,out of intersection,,Red
,1.85E-05,100,0,0,-3.2,337.5,84.86027,out of intersection,,Red
,1.87E-05,100,0,0,-3.2,337.5,85.1936,out of intersection,,Red
,1.85E-05,100,0,0,-3.2,337.5,85.46027,out of intersection,,Red
,1.86E-05,100,0,0,-3.2,337.5,85.72115,out of intersection,,Red
,1.85E-05,100,0,0,-3.2,337.5,85.98766,out of intersection,,Red
,1.86E-05,100,0,0,-3.2,337.5,86.24433,out of intersection,,Red
,1.85E-05,96.47059,0,0,-3.2,337.5,86.50285,out of intersection,,Red
,1.88E-05,96.47059,0,0,-3.2,337.5,86.75361,out of intersection,,Red
,1.86E-05,96.47059,0,0,-3.2,337.5,87.02337,out of intersection,,Red
,1.86E-05,96.47059,0,0,-3.2,337.5,87.29161,out of intersection,,Red
,1.86E-05,94.90196,0,0,-3.2,337.5,87.54792,out of intersection,,Red
,1.85E-05,94.90196,0,0,-3.2,337.5,87.81106,out of intersection,,Red
,1.86E-05,94.90196,0,0,-3.2,337.5,88.07143,out of intersection,,Red
,1.88E-05,77.64706,0,0,-3.2,337.5,88.32329,out of intersection,,Red
,1.86E-05,0,0,0,-3.2,337.5,88.57214,out of intersection,,Red
,1.84E-05,0,0,0,-3.2,337.5,88.82164,out of intersection,,Red
,0.5033149,0,15.29412,0,-3.2,337.4,89.07464,out of intersection,,Red
,0.9988465,0,27.05882,0,-3.2,337.4,89.3324,out of intersection,,Red
,0.1091503,0,52.15686,0,-3.2,337.4,89.58918,out of intersection,,Red
,1.296515,0,84.31373,0,-3.1,337.7,89.86496,out of intersection,,Red
,2.542174,0,86.66666,0,-2.9,338,90.11507,out of intersection,,Red
,3.661931,0,1.960784,0,-2.7,338.4,90.36588,out of intersection,,Red
,4.655154,0,0,0,-2.4,338.9,90.63274,In intersection,,Green
,5.712142,0,0,-0.02356423,-2,339.6,90.88371,In intersection,,Green
,6.743933,0,0,-0.1177949,-1.7,340.2,91.13284,In intersection,,Green
,7.670089,0,0,-0.2185877,-1.2,341.1,91.37698,In intersection,,Green
,8.63133,0,0,-0.3044778,-0.8,342,91.62619,In intersection,,Green
,9.50591,0,0,-0.4660774,-0.3,343,91.87992,In intersection,,Green
,10.34035,0,0,-0.5321891,0.1,344.1,92.12938,In intersection,,Green
,11.08744,0,0,-0.6016433,0.5,345.4,92.38534,In intersection,,Green
,11.99806,0,0,-0.6433463,0.7,346.8,92.64453,In intersection,,Green
,12.60478,0,0,-0.674777,0.7,348.3,92.90195,In intersection,,Green
,13.44315,0,0,-0.67861,0.6,349.9,93.16161,In intersection,,Green
,12.82773,0,0,-0.6996455,0.3,351.2,93.42157,In intersection,,Green
,11.63503,0,0,-0.7184733,-0.2,352.5,93.67528,In intersection,,Green
,10.8075,0,0,-0.7151615,-0.8,353.4,93.92551,In intersection,,Green
,9.975662,0,0,-0.6431317,-1.4,354.3,94.17744,In intersection,,Green
,9.107523,0,27.84314,-0.4955762,-2.1,355.1,94.43417,In intersection,,Green
,8.274436,0,48.23529,-0.3465488,-2.9,355.8,94.70792,In intersection,,Green
,9.218679,0,66.27451,-0.171089,-3.7,356.4,94.95179,In intersection,,Green
,10.05796,0,79.60784,-0.01917928,-4.6,357.2,95.20826,In intersection,,Green
,10.94545,0,90.58823,-0.01267849,-5.6,358,95.46706,In intersection,,Green
,11.76096,0,78.03922,0.002682011,-6.8,358.9,95.73085,In intersection,,Green
,12.69595,0,69.41177,0.006576347,-8,359.9,95.98505,In intersection,,Green
,13.50026,0,64.70589,-0.03892693,-9.2,360.9,96.24326,In intersection,,Green
5,22.89641,0,0,0,(-291.7,0.1,96.34295,out of intersection,,Green
,22.99419,0,0,0,-294.4,526.8,96.6439,out of intersection,,Green
,23.07938,0,0,0,-297,528.3,96.93511,out of intersection,,Green
,23.15366,0,0,0,-299.7,529.8,97.23863,out of intersection,,Green
,23.21379,0,0,0,-302.3,531.3,97.52769,out of intersection,,Green
,23.26407,0,0,0,-304.8,532.7,97.79635,out of intersection,,Green
,23.30375,0,0,0,-307.3,534.1,98.0815,out of intersection,,Green
,23.33828,0,0,0,-309.9,535.6,98.35025,out of intersection,,Green
,23.36082,0,0,0,-312.4,537,98.63528,out of intersection,,Green
,23.38193,0,0,0,-315,538.4,98.90981,out of intersection,,Green
,23.39247,0,0,0,-317.5,539.9,99.19003,out of intersection,,Green
,23.39933,0,0,0,-319.9,541.2,99.46561,out of intersection,,Green
,23.40518,0,0,0,-322.5,542.6,99.74161,out of intersection,,Green
,23.41457,0,0,0.006147049,-325.1,544,100.0244,out of intersection,,Green
,23.41457,0,0,0.01059334,-327.6,545.4,100.3053,out of intersection,,Green
,23.41792,0,0,0,-330,546.7,100.5666,out of intersection,,Green
,23.08453,0,0,-0.002712674,-332.3,548,100.8237,out of intersection,,Green
,22.7476,0,0,-0.002712674,-334.6,549.2,101.0752,out of intersection,,Green
,22.41716,0,0,-0.002712674,-336.9,550.5,101.3397,out of intersection,,Green
,22.09284,0,0,-0.00403123,-339.1,551.7,101.6033,out of intersection,,Green
,21.77094,0,0,-0.008109549,-341.3,552.9,101.8569,out of intersection,,Green
,21.45785,0,0,-0.008109549,-343.5,554.1,102.1162,out of intersection,,Green
,21.15775,22.7451,0,-0.008109549,-345.5,555.1,102.3681,out of intersection,,Green
,20.89596,0,0,-0.01047068,-347.5,556.2,102.6131,out of intersection,,Green
,17.12484,30.58824,0,-0.01485564,-349,557,102.8574,out of intersection,,Green
,16.0504,30.58824,0,-0.01267849,-350.4,557.7,103.0933,out of intersection,,Green
,13.18793,8.627451,0,0,-351.5,558.3,103.3357,out of intersection,,Green
,9.616954,0,0,0.002130058,-352.2,558.7,103.5871,out of intersection,,Green
,6.136123,0,0,0.001210136,-353,559.1,103.9204,out of intersection,,Green
,6.164217,0,0,0,-353.7,559.4,104.1835,out of intersection,,Green
