Fail Time,Speed,Brake,Gas,Steering,Player PositionX,Player PositionZ,Intersection,Current/Next-Node-Pos-X,Current/Next-Node-Pos-Z,Angle
5,19.97203,0,0,-0.004828495,192.4167,554.9406,out of intersection,200.19,550.299,3.140805
5,19.14338,0,0,-0.02788787,193.4073,554.2752,out of intersection,200.19,550.299,3.604348
5,18.32362,0,0,-0.03399002,194.4991,553.5433,out of intersection,200.19,550.299,4.190683
5,17.94966,0,0,-0.0377617,195.4212,552.9305,out of intersection,200.19,550.299,4.768962
5,16.70795,0,0,-0.02586404,196.4418,552.2603,out of intersection,200.19,550.299,5.69877
5,16.76712,0,1.960784,-0.01525428,197.3072,551.6987,out of intersection,200.19,550.299,7.152093
5,16.08551,0,23.13725,-0.009213456,198.2642,551.0839,out of intersection,200.19,550.299,10.6721
5,16.01353,0,27.05882,-0.009213456,199.1163,550.5388,out of intersection,200.19,550.299,20.30189
5,16.73422,0,27.05882,-0.009213456,200.1171,549.8987,out of intersection,200.19,550.299,112.2597
5,17.16367,0,13.72549,-0.01525428,201.0149,549.3243,out of intersection,200.19,550.299,162.8571
5,17.45688,0,12.94118,-0.02071248,201.9311,548.7385,out of intersection,200.19,550.299,170.7944
5,17.90001,0,12.94118,-0.02770388,203.003,548.0544,out of intersection,200.19,550.299,174.0456
5,18.17352,0,12.94118,-0.02847049,204.1018,547.3564,out of intersection,200.19,550.299,175.5581
5,18.35608,0,19.21569,-0.03086228,205.0854,546.7351,out of intersection,200.19,550.299,176.3139
5,19.04692,0,21.56863,-0.03196619,206.2345,546.0145,out of intersection,200.19,550.299,176.8447
5,19.29252,0,0,-0.02874646,207.261,545.3759,out of intersection,200.19,550.299,177.1398
5,19.93887,0,0,-0.02604803,208.3098,544.7278,out of intersection,200.19,550.299,177.3303
5,20.00165,0,0,-0.02531209,209.5323,543.9782,out of intersection,200.19,550.299,177.5024
5,20.56917,0,0,-0.02724393,210.7804,543.2181,out of intersection,200.19,550.299,177.6216
5,20.7682,0,0,-0.02969705,211.8938,542.5442,out of intersection,200.19,550.299,177.711
5,21.07353,24.31373,0,-0.03356072,213.1743,541.7748,out of intersection,200.19,550.299,177.6996
5,18.36522,40,0,-0.03880428,214.1953,541.1675,out of intersection,200.19,550.299,177.5899
5,16.78792,57.25491,0,-0.03990818,215.2214,540.5649,out of intersection,200.19,550.299,177.4323
5,14.03587,71.37255,0,-0.03950955,215.998,540.1151,out of intersection,200.19,550.299,177.2704
5,11.31504,71.37255,0,-0.03490994,216.6613,539.7352,out of intersection,233.585,530.468,1.138664
5,10.14548,71.37255,0,-0.01503963,217.2832,539.3829,out of intersection,233.585,530.468,0.9571576
5,6.920331,71.37255,0,-0.008201541,217.7077,539.1434,out of intersection,233.585,530.468,0.8838168
5,5.489358,18.03922,0,-0.006177715,218.0587,538.9457,out of intersection,233.585,530.468,0.8661495
5,2.945847,0,0,-0.006177715,218.2722,538.8253,out of intersection,233.585,530.468,0.8672784
5,2.580419,0,0,-0.006177715,218.4107,538.7471,out of intersection,233.585,530.468,0.8842595
5,2.164158,0,0,-0.006177715,218.5478,538.6699,out of intersection,233.585,530.468,0.8753631
5,2.009951,0,0,-0.006177715,218.6498,538.6126,out of intersection,233.585,530.468,0.8849231
5,1.485187,16.47059,0,-0.006177715,218.7353,538.5644,out of intersection,233.585,530.468,0.8661495
5,0.3522867,22.7451,0,-0.006177715,218.7416,538.5609,out of intersection,233.585,530.468,0.8641139
5,0.00032614,0,0,-0.006177715,218.7388,538.5624,out of intersection,233.585,530.468,0.8717791
5,0.332978,0,0,-0.006177715,218.7209,538.5726,out of intersection,233.585,530.468,0.8430232
5,0.6876675,0,0,-0.006177715,218.682,538.5944,out of intersection,233.585,530.468,0.8708809
5,0.853314,0,0,-0.006177715,218.6324,538.6224,out of intersection,233.585,530.468,0.886911
5,1.24682,0,0,-0.006177715,218.5578,538.6644,out of intersection,233.585,530.468,0.8724523
5,1.397799,0,0,-0.006177715,218.4773,538.7097,out of intersection,233.585,530.468,0.8726766
5,1.72341,0,29.41177,-0.006177715,218.3683,538.7711,out of intersection,233.585,530.468,0.8762568
5,1.5628,0,59.21569,-0.006208378,218.2778,538.8221,out of intersection,233.585,530.468,0.9013549
5,0.9959406,0,60.78432,-0.008600174,218.2191,538.8553,out of intersection,233.585,530.468,0.91941
5,0.1394615,0,60.78432,-0.0180447,218.2056,538.8629,out of intersection,233.585,530.468,0.9591998
5,0.2992282,0,60.78432,-0.0220617,218.2332,538.8471,out of intersection,233.585,530.468,0.9620516
5,1.110328,0,60.78432,-0.03156756,218.2947,538.8125,out of intersection,233.585,530.468,0.9626616
5,1.921544,0,52.15686,-0.04438514,218.4063,538.7496,out of intersection,233.585,530.468,1.032114
5,2.374719,0,52.15686,-0.04536639,218.54,538.6744,out of intersection,233.585,530.468,1.031735
5,3.130814,0,52.15686,-0.04824881,218.7329,538.566,out of intersection,233.585,530.468,1.000733
5,3.725294,0,49.01961,-0.05238846,218.9364,538.452,out of intersection,233.585,530.468,0.9602193
5,4.560945,0,27.84314,-0.05545487,219.1721,538.3204,out of intersection,233.585,530.468,0.9069818
5,4.970563,0,27.05882,-0.05928788,219.4803,538.1491,out of intersection,233.585,530.468,0.8247196
5,5.696388,0,26.27451,-0.06805779,219.8294,537.9562,out of intersection,233.585,530.468,0.7263159
5,6.09357,0,6.666667,-0.06931502,220.1681,537.7705,out of intersection,233.585,530.468,0.6255757
5,6.797403,0,0,-0.06931502,220.5928,537.5396,out of intersection,233.585,530.468,0.5241405
5,7.48738,0,0,-0.06931502,220.9969,537.3217,out of intersection,233.585,530.468,0.4985009
5,7.789736,0,0,-0.0652367,221.4955,537.0555,out of intersection,233.585,530.468,0.5921526
5,8.460525,0,0,0.004767167,221.9635,536.8079,out of intersection,233.585,530.468,0.7579558
5,9.185231,0,0,0.004767167,222.4601,536.5459,out of intersection,233.585,530.468,0.9331415
5,9.543063,0,0,0.04395584,223.0614,536.2285,out of intersection,233.585,530.468,1.003077
5,10.18076,0,0,0.05744804,223.6967,535.8882,out of intersection,233.585,530.468,0.916212
5,10.45945,0,0,0.07808495,224.2794,535.5714,out of intersection,233.585,530.468,0.8420942
5,11.07803,0,0,0.105468,224.9744,535.1849,out of intersection,233.585,530.468,0.9530601
5,11.71287,0,0,0.1230998,225.6065,534.824,In intersection,233.585,530.468,1.440757
5,12.39785,0,0,0.1420502,226.2605,534.4393,In intersection,233.585,530.468,2.227565
5,12.61495,0,0,0.2137428,227.0291,533.9692,In intersection,233.585,530.468,3.6069
5,13.10117,0,0,0.3073295,227.8165,533.4601,In intersection,233.585,530.468,5.668563
5,13.52124,0,0,0.348726,228.5151,532.9762,In intersection,233.585,530.468,8.57146
5,14.18234,0,0,0.4106367,229.3131,532.3674,In intersection,233.585,530.468,13.63159
5,14.40373,0,0,0.4387863,229.9075,531.8687,In intersection,233.585,530.468,19.27753
5,14.48043,0,0,0.4972934,230.7358,531.0751,In intersection,233.585,530.468,32.61488
5,13.39358,0,0,0.5654289,231.3045,530.4399,In intersection,233.585,530.468,48.7469
5,13.00068,0,0,0.5932719,231.813,529.7947,In intersection,233.585,530.468,72.42395
5,12.78317,0,0,0.6290568,232.3118,529.0464,In intersection,233.585,530.468,103.8676
5,11.82385,0,0,0.6539561,232.7275,528.2982,In intersection,233.585,530.468,128.5862
5,11.49556,0,0,0.6682761,232.9881,527.7416,In intersection,234.434,526.423,22.15001
5,10.92424,0,0,0.6911209,233.2983,526.9208,In intersection,234.434,526.423,45.63805
5,10.30487,0,0,0.7196692,233.4788,526.2973,In intersection,234.434,526.423,79.88052
5,9.698989,0,0,0.7243301,233.6129,525.6926,In intersection,234.434,526.423,116.8463
5,9.435149,0,0,0.7484934,233.7107,525.0273,In intersection,234.434,526.423,141.719
5,8.850275,0,0,0.7840024,233.7572,524.3938,In intersection,234.434,526.423,154.6708
5,8.27761,0,0,0.8097603,233.7609,523.8679,In intersection,234.434,526.423,161.7717
5,7.96502,0,0,0.8033514,233.7273,523.3015,In intersection,234.434,526.423,167.5234
5,7.354979,0,0,0.7394475,233.6702,522.8372,In intersection,234.434,526.423,171.2807
5,7.117507,0,0,0.7217236,233.5831,522.342,In intersection,234.434,526.423,174.4512
5,6.591803,0,0,0.6861533,233.4916,521.9396,In intersection,234.434,526.423,176.2826
5,6.020514,0,0,0.6644432,233.3921,521.5652,In intersection,234.434,526.423,177.0428
5,5.796439,0,0,0.6379188,233.2705,521.171,In intersection,234.434,526.423,176.5859
5,5.245044,0,0,0.587323,233.1455,520.811,In intersection,234.434,526.423,175.5523
5,4.975042,0,0,0.5810369,233.0365,520.5229,In intersection,234.434,526.423,174.6257
5,4.496769,0,1.960784,0.5806996,232.9143,520.2234,In intersection,234.434,526.423,173.6502
5,4.245683,0,7.450981,0.580485,232.8067,519.9767,In intersection,234.434,526.423,172.8442
5,5.215899,0,8.235294,0.5759774,232.6792,519.6987,In intersection,234.434,526.423,171.9427
5,5.712216,0,18.43137,0.540867,232.4944,519.3238,In intersection,234.434,526.423,170.7395
5,7.091606,0,25.4902,0.5079032,232.257,518.8805,In intersection,234.434,526.423,169.4161
5,7.470906,0,30.19608,0.4861929,232.0181,518.4677,In intersection,234.434,526.423,168.2461
5,8.144567,0,30.98039,0.4044426,231.7068,517.9722,In intersection,234.434,526.423,166.9702
5,8.878875,0,15.29412,0.2092965,231.4019,517.5186,In intersection,234.434,526.423,165.9999
5,9.241743,0,13.72549,0.1038427,231.0197,516.9759,In intersection,234.434,526.423,165.3765
New Fail,New Fail,New Fail,New Fail,New Fail,New Fail,New Fail,New Fail,New Fail,New Fail,New Fail
7,12.09227,0,0,0,223.946,507.7367,out of intersection,210.349,485.779,0.4432315
7,12.34269,0,0,0,223.4799,506.9873,out of intersection,210.349,485.779,0.4511079
7,13.15533,0,0,0,223.0537,506.3032,out of intersection,210.349,485.779,0.4401304
7,13.46132,0,0,0,222.5471,505.491,out of intersection,210.349,485.779,0.4776538
7,13.85431,0,0,0,222.1536,504.8601,out of intersection,210.349,485.779,0.5093729
7,14.6823,0,0,0,221.5417,503.8802,out of intersection,210.349,485.779,0.5128186
7,14.93771,0,0,0,221.0476,503.0895,out of intersection,210.349,485.779,0.6090934
7,15.42959,0,0,0,220.4645,502.1567,out of intersection,210.349,485.779,0.6293179
7,16.08902,0,0,0,219.9389,501.3159,out of intersection,210.349,485.779,0.7298098
7,16.60502,0,0,0,219.3201,500.3257,out of intersection,210.349,485.779,0.892629
7,16.78716,0,0,0,218.7628,499.4335,out of intersection,210.349,485.779,0.9091367
7,17.42057,0,0,0,218.1935,498.5216,out of intersection,210.349,485.779,1.231782
7,17.91268,0,0,0,217.5252,497.4505,out of intersection,210.349,485.779,1.03722
7,18.0428,0,0,0,216.9271,496.491,out of intersection,210.349,485.779,1.341734
7,18.91604,0,0,-0.01080799,215.606,494.3675,out of intersection,210.349,485.779,1.193046
7,19.11934,0,0,-0.01427303,214.8806,493.2003,out of intersection,210.349,485.779,0.81781
7,19.70249,0,0,-0.01887264,214.1418,492.0103,out of intersection,210.349,485.779,0.9416999
7,19.99702,0,0,-0.01963924,213.5779,491.1007,out of intersection,210.349,485.779,0.7820969
7,20.37879,0,0,-0.02230701,212.7183,489.7104,out of intersection,210.349,485.779,0.9835745
7,20.73826,0,0,-0.02230701,212.0375,488.6045,out of intersection,210.349,485.779,1.002882
7,21.03399,0,0,-0.02230701,211.3495,487.4805,out of intersection,210.349,485.779,1.911927
7,20.67362,0,0.3921569,-0.02310428,210.5758,486.2346,out of intersection,210.349,485.779,6.925604
7,19.59361,0,3.529412,-0.02534275,209.8253,485.0316,out of intersection,210.349,485.779,176.598
7,19.69332,0,5.882353,-0.02534275,209.2704,484.1383,out of intersection,210.349,485.779,178.4979
7,19.57388,0,12.94118,-0.03193553,208.4356,482.7862,out of intersection,210.349,485.779,179.1526
7,20.90912,0,15.29412,-0.03770037,207.7574,481.6817,out of intersection,210.349,485.779,179.2426
7,21.70489,0,0.3921569,-0.03770037,206.9404,480.3439,out of intersection,210.349,485.779,179.1846
7,22.68728,0,0,-0.03770037,206.2136,479.134,out of intersection,210.349,485.779,179.062
7,22.27296,0,0,-0.03770037,205.4048,477.775,out of intersection,210.349,485.779,179.1851
7,21.26793,0,0,-0.04030682,204.7239,476.6245,out of intersection,210.349,485.779,179.1211
7,20.7617,0,0,-0.04975135,203.9797,475.3503,out of intersection,210.349,485.779,178.8511
7,19.93649,0,0,-0.05928788,203.3604,474.2684,out of intersection,210.349,485.779,178.5285
7,19.0662,0,0,-0.05180584,202.6881,473.0676,out of intersection,210.349,485.779,178.115
7,18.48619,0,0,-0.03411268,202.1297,472.0465,out of intersection,210.349,485.779,177.6803
7,18.0115,0,0,-0.009826737,201.5247,470.9141,out of intersection,210.349,485.779,177.4201
7,17.17675,0,0,-0.002620683,201.0188,469.9556,out of intersection,210.349,485.779,177.321
7,16.86861,0,0,0.005196464,200.4631,468.8971,out of intersection,210.349,485.779,177.3929
7,15.83249,0,0,0.01243318,199.993,468.0008,out of intersection,210.349,485.779,177.5048
7,15.42673,0,0,0.0122492,199.4743,467.0155,out of intersection,210.349,485.779,177.719
7,15.31787,0,0,0.005595096,199.0351,466.1856,out of intersection,210.349,485.779,177.9297
7,14.31901,0,0,0,198.6095,465.3843,out of intersection,210.349,485.779,178.1233
7,13.97361,0,4.313725,0,198.138,464.4995,out of intersection,210.349,485.779,178.2392
7,13.81698,0,7.450981,0,197.6704,463.6233,out of intersection,210.349,485.779,178.4103
7,14.29075,0,7.450981,0,197.2438,462.828,out of intersection,210.349,485.779,178.5807
7,15.15254,0,3.529412,0,196.7346,461.885,out of intersection,184.748,438.75,1.120998
7,14.98677,0,9.019608,0,196.2837,461.0558,out of intersection,184.748,438.75,1.25367
7,15.56574,0,20,0,195.7516,460.0832,out of intersection,184.748,438.75,1.519297
7,16.41792,0,20,0,195.2639,459.1967,out of intersection,184.748,438.75,1.685395
7,16.63972,0,3.529412,0,194.6897,458.1574,out of intersection,184.748,438.75,1.887304
7,16.88781,0,0,0,194.1731,457.2261,out of intersection,184.748,438.75,2.086285
7,17.585,0,0,0,193.5675,456.1386,out of intersection,184.748,438.75,2.331793
7,17.63776,0,0,0,193.0243,455.1669,out of intersection,184.748,438.75,2.591406
7,18.4123,0,0,0,192.3863,454.0305,out of intersection,184.748,438.75,3.064969
7,17.59856,0,0,0,191.9149,453.1998,out of intersection,184.748,438.75,3.461475
7,17.19638,0,0,0,191.2286,452.0004,out of intersection,184.748,438.75,3.869182
7,16.46937,35.29412,0,0,190.7153,451.1057,out of intersection,184.748,438.75,4.191337
7,13.89514,49.41177,0,0,190.2542,450.3024,out of intersection,184.748,438.75,4.45628
7,12.69976,74.5098,0,0,189.8077,449.5243,out of intersection,184.748,438.75,4.790561
7,9.71169,85.4902,0,0,189.446,448.894,out of intersection,184.748,438.75,5.093007
7,8.538672,96.47059,0,0,189.198,448.4619,out of intersection,184.748,438.75,5.319977
7,5.952762,100,0,0,188.9912,448.1013,In intersection,184.748,438.75,5.531551
7,3.393443,100,0,0,188.8766,447.9016,In intersection,184.748,438.75,5.662301
7,0.9036002,100,0,0,188.8227,447.8078,In intersection,184.748,438.75,5.725739
7,0.000276362,100,0,0,188.818,447.7996,In intersection,184.748,438.75,5.736306
7,0.000196348,100,0,0,188.818,447.7996,In intersection,184.748,438.75,5.740644
7,0.000108607,100,0,0,188.818,447.7996,In intersection,184.748,438.75,5.739176
7,5.46E-05,100,0,0,188.818,447.7996,In intersection,184.748,438.75,5.739141
7,1.75E-05,100,0,0,188.818,447.7996,In intersection,184.748,438.75,5.739312
7,8.06E-06,100,0,0,188.818,447.7996,In intersection,184.748,438.75,5.739244
7,5.01E-06,100,0,0,188.818,447.7996,In intersection,184.748,438.75,5.739278
7,4.76E-06,100,0,0,188.818,447.7996,In intersection,184.748,438.75,5.739278
7,5.05E-06,100,0,0,188.818,447.7996,In intersection,184.748,438.75,5.739278
7,5.07E-06,27.45098,0,0,188.818,447.7996,In intersection,184.748,438.75,5.739347
7,5.08E-06,0,0,0,188.8185,447.8005,In intersection,184.748,438.75,5.738732
7,0.2283667,0,0,0,188.8276,447.8162,In intersection,184.748,438.75,5.738117
7,0.5092891,0,14.5098,0,188.843,447.843,In intersection,184.748,438.75,5.708769
7,0.4708975,0,14.5098,0,188.8604,447.8733,In intersection,184.748,438.75,5.684376
7,0.09553187,0,1.960784,0,188.8604,447.8733,In intersection,184.748,438.75,5.713437
7,0.750899,0,20,0,188.836,447.8307,In intersection,184.748,438.75,5.748082
7,1.55143,0,47.45098,0,188.7932,447.7563,In intersection,184.748,438.75,5.807415
7,1.9261,0,49.01961,0,188.7201,447.6291,In intersection,184.748,438.75,5.915363
7,2.78234,0,5.882353,0,188.6361,447.4831,In intersection,184.748,438.75,6.042994
7,3.540359,0,0,0.000719511,188.5334,447.3048,In intersection,184.748,438.75,6.189127
7,3.870553,0,0,0.02791853,188.3936,447.0628,In intersection,184.748,438.75,6.399358
7,4.601006,0,0,0.06903905,188.2295,446.7809,In intersection,184.748,438.75,6.734612
7,5.32021,0,0,0.1104969,188.0655,446.5026,In intersection,184.748,438.75,7.179088
7,5.714472,0,0,0.147815,187.8539,446.1496,In intersection,184.748,438.75,7.902142
7,6.410934,0,0,0.2131295,187.6462,445.8119,In intersection,184.748,438.75,8.836224
7,7.074162,0,0,0.2445295,187.4165,445.4498,In intersection,184.748,438.75,10.12543
7,7.369465,0,0,0.2995102,187.1239,445.0083,In intersection,184.748,438.75,12.13778
7,8.0246,0,0,0.3300822,186.7961,444.5396,In intersection,184.748,438.75,14.80276
7,8.293617,0,0,0.3534482,186.4892,444.1248,In intersection,184.748,438.75,17.9923
7,7.862062,0,0,0.3970525,186.1398,443.6869,In intersection,184.748,438.75,21.89321
7,7.317185,0,0,0.4390317,185.8406,443.3353,In intersection,184.748,438.75,25.7407
7,6.784397,0,0,0.4707076,185.5488,443.0118,In intersection,184.748,438.75,30.02739
7,6.493058,0,0,0.549269,185.2245,442.6765,In intersection,184.748,438.75,35.56452
7,5.976857,0,0,0.6015205,184.9111,442.3769,In intersection,184.748,438.75,41.83223
7,5.751264,0,0,0.6188458,184.6473,442.1424,In intersection,184.748,438.75,47.82399
7,5.253014,0,0,0.6538028,184.3588,441.9047,In intersection,184.748,438.75,55.07217
7,4.766051,0,0,0.6975604,184.1196,441.721,In intersection,184.748,438.75,61.59939
7,4.289528,0,0,0.7156215,183.8938,441.5583,In intersection,184.748,438.75,68.13467
7,4.029427,0,0,0.7299723,183.653,441.3966,In intersection,184.748,438.75,75.39367
7,3.570982,0,0,0.744599,183.432,441.258,In intersection,184.748,438.75,82.16061
7,3.378222,0,1.176471,0.7514678,183.2561,441.1536,In intersection,184.748,438.75,87.54273
7,3.011936,0,1.176471,0.7643161,183.0687,441.0485,In intersection,184.748,438.75,93.2063
7,2.804756,0,13.72549,0.7742205,182.911,440.9646,In intersection,184.748,438.75,97.8706
7,3.61265,0,20.78431,0.7798321,182.7283,440.8712,In intersection,184.748,438.75,103.0091
7,3.941907,0,30.98039,0.7882034,182.4715,440.7486,In intersection,184.748,438.75,109.8558
7,4.672104,0,36.47059,0.7956854,182.1679,440.6162,In intersection,184.748,438.75,117.3035
7,5.390862,0,32.54902,0.796268,181.8632,440.4963,In intersection,180.506,438.078,36.24115
7,5.705995,0,20,0.7942442,181.47,440.359,In intersection,180.506,438.078,45.25116
7,6.403948,0,14.5098,0.7687011,181.0858,440.2448,In intersection,180.506,438.078,55.67822
7,7.089599,0,14.5098,0.7356145,180.6016,440.125,In intersection,180.506,438.078,71.00519
7,7.465225,0,14.5098,0.7279179,180.1387,440.0332,In intersection,180.506,438.078,87.05126
7,8.059071,0,14.5098,0.7185345,179.5656,439.951,In intersection,180.506,438.078,106.3509
7,8.712589,0,13.72549,0.7074955,179.0269,439.9044,In intersection,180.506,438.078,121.7565
7,9.353238,0,10.58824,0.6949233,178.4553,439.8848,In intersection,180.506,438.078,134.6244
7,9.703789,0,9.803922,0.6369682,177.764,439.9041,In intersection,180.506,438.078,146.194
7,10.11914,0,9.803922,0.6220654,177.0358,439.9688,In intersection,180.506,438.078,155.1418
7,10.73591,0,15.29412,0.5068912,176.3718,440.0717,In intersection,180.506,438.078,161.3454
7,11.33973,0,16.07843,0.4198973,175.6844,440.2108,In intersection,180.506,438.078,166.3858
7,11.69575,0,20.78431,0.1715183,174.8684,440.4157,In intersection,180.506,438.078,170.6709
7,12.4815,0,26.27451,-0.0137824,174.0212,440.6516,In intersection,180.506,438.078,173.3987
7,12.71098,0,29.41177,-0.001731425,173.2516,440.8704,In intersection,180.506,438.078,174.5129
7,13.38928,0,39.60785,-0.000934159,172.3387,441.1307,In intersection,180.506,438.078,175.0581
7,13.73755,0,45.88235,-0.01120662,171.5103,441.3678,In intersection,180.506,438.078,175.4793
New Fail,New Fail,New Fail,New Fail,New Fail,New Fail,New Fail,New Fail,New Fail,New Fail,New Fail
3,22.27473,0,0,0,112.4515,469.7917,out of intersection,108.139,471.879,1.118201
3,22.3153,0,0,0,111.1993,470.4086,out of intersection,108.139,471.879,1.024311
3,22.38547,0,0,0,109.7621,471.1115,out of intersection,108.139,471.879,1.322342
3,22.44937,0,0,0,108.5021,471.7303,out of intersection,82.3,486.36,2.945968
3,22.50957,0,0,0,107.0673,472.4573,out of intersection,82.3,486.36,2.198647
3,22.55558,0,0,0,105.8176,473.1124,out of intersection,82.3,486.36,1.487669
3,22.60888,0,0,0,104.3955,473.8797,out of intersection,82.3,486.36,0.8497278
3,22.64883,0,0,0,103.1547,474.5635,out of intersection,82.3,486.36,0.429328
3,22.69353,0,0,0,101.7387,475.3549,out of intersection,82.3,486.36,0.2579304
3,22.73358,0,0,0,100.4998,476.0533,out of intersection,82.3,486.36,0.2960753
3,22.90366,0,0,0,99.07902,476.8579,out of intersection,82.3,486.36,0.3743001
3,22.68485,43.13726,0,-0.02506678,96.42939,478.364,out of intersection,108.139,471.879,179.271
3,19.47594,0,0,-0.05303241,94.15356,479.6482,out of intersection,82.3,486.36,0.7063754
3,16.69529,0,0,-0.104824,93.24361,480.1509,out of intersection,82.3,486.36,1.015485
3,16.70407,0,0,-0.1500842,92.20631,480.7095,out of intersection,82.3,486.36,1.767686
3,16.65106,0,0,-0.2000666,91.29729,481.1794,In intersection,82.3,486.36,2.887172
3,16.51916,0,0,-0.226867,90.37791,481.6277,In intersection,82.3,486.36,4.62529
3,15.96609,0,0,-0.2712072,89.31742,482.0981,In intersection,82.3,486.36,7.602923
3,15.84721,0,0,-0.3023926,88.38222,482.4731,In intersection,82.3,486.36,11.06315
3,16.27122,0,0,-0.3560547,87.29841,482.8518,In intersection,82.3,486.36,16.37048
3,15.73361,0,0,-0.3560547,86.19958,483.165,In intersection,82.3,486.36,23.85017
3,16.18275,0,0,-0.3710494,85.22693,483.3876,In intersection,82.3,486.36,32.98023
3,16.07438,0,0,-0.4173215,84.10899,483.57,In intersection,82.3,486.36,48.13241
3,15.53786,0,0,-0.4373758,83.12946,483.6709,In intersection,82.3,486.36,67.23878
3,15.48092,0,0,-0.446023,82.00719,483.7151,In intersection,82.3,486.36,94.67757
3,15.91298,0,0,-0.446023,81.02686,483.6825,In intersection,79.87,482.667,39.77691
3,15.30617,0,0,-0.446023,80.05943,483.5848,In intersection,79.87,482.667,72.86223
3,15.76445,0,0,-0.446023,78.96671,483.3921,In intersection,79.87,482.667,130.1219
3,15.68661,0,2.745098,-0.446023,78.02452,483.1633,In intersection,79.87,482.667,150.2826
3,15.44918,0,3.529412,-0.446023,76.96006,482.8195,In intersection,79.87,482.667,158.3619
3,16.46765,0,0,-0.446023,75.88953,482.386,In intersection,77.939,479.401,101.9971
3,16.00693,0,0,-0.446023,74.97738,481.9431,In intersection,74.313,478.905,51.455
3,16.38357,0,0,-0.446023,74.09705,481.4404,In intersection,74.313,478.905,64.73923
3,16.34736,0,0,-0.4458391,73.14568,480.7923,In intersection,71.422,480.718,32.81139
3,15.76669,0,0,-0.3829778,72.25011,480.0779,In intersection,71.422,480.718,76.95902
3,16.18506,0,0,-0.3421639,71.61517,479.5038,In intersection,71.422,480.718,122.4643
3,15.65373,0,0,-0.2809277,70.72261,478.5909,In intersection,71.422,480.718,153.7624
3,16.07184,0,0,-0.15128,70.06816,477.844,In intersection,71.422,480.718,163.5019
3,15.54066,0,0,-0.0620783,69.35541,476.9697,In intersection,71.422,480.718,169.4255
3,15.96402,0,0,-0.01970057,68.75427,476.194,In intersection,71.422,480.718,172.1459
3,15.88911,0,0,-0.01862732,68.15681,475.4142,In intersection,71.422,480.718,173.7071
3,15.35396,0,0,-0.02469881,67.48244,474.5248,In intersection,71.422,480.718,174.839
New Fail,New Fail,New Fail,New Fail,New Fail,New Fail,New Fail,New Fail,New Fail,New Fail,New Fail
5,18.25114,0,0,0,47.15121,438.9251,out of intersection,45.499,435.619,1.231782
5,18.64806,0,0,0,46.62207,437.8999,out of intersection,45.499,435.619,1.520456
5,18.68906,0,0,0,46.01549,436.724,out of intersection,19.849,388.469,1.160621
5,18.36693,0,0,0,45.47758,435.6945,out of intersection,19.849,388.469,0.9104272
5,18.4013,0,0,0,44.85593,434.5208,out of intersection,19.849,388.469,0.6211812
5,18.42454,0,0,0,44.38488,433.6414,out of intersection,19.849,388.469,0.4825446
5,18.80877,0,0,0,43.67298,432.3247,out of intersection,19.849,388.469,0.429328
5,18.47726,0,0,0,43.11412,431.2983,out of intersection,19.849,388.469,0.4545648
5,18.49915,0,0,0,42.4734,430.1268,out of intersection,19.849,388.469,0.5020211
5,18.86807,0,0,0,41.91174,429.1028,out of intersection,19.849,388.469,0.5460806
5,18.5313,0,0,0,41.34737,428.0754,out of intersection,19.849,388.469,0.564406
5,18.54652,0,0,0,40.70225,426.9023,out of intersection,19.849,388.469,0.5855064
5,18.5597,0,0,0,40.0564,425.7285,out of intersection,19.849,388.469,0.5997046
5,18.56836,0,0,0,39.57169,424.8476,out of intersection,19.849,388.469,0.6068404
5,18.5784,0,0,0,38.92515,423.6726,out of intersection,19.849,388.469,0.6132555
5,18.58691,0,0,0,38.27842,422.4969,out of intersection,19.849,388.469,0.6180231
5,18.59404,0,0,0,37.63162,421.3206,out of intersection,19.849,388.469,0.6214961
5,18.94997,0,0,0,37.06643,420.2924,out of intersection,19.849,388.469,0.6321102
5,18.95491,0,0,0,36.41969,419.1152,out of intersection,19.849,388.469,0.6348901
5,18.60783,0,0,0,35.85312,418.0834,out of intersection,19.849,388.469,0.629007
5,18.96143,0,0,0,35.28819,417.0541,out of intersection,19.849,388.469,0.6388841
5,18.96417,0,0,0,34.64188,415.8759,out of intersection,19.849,388.469,0.6416347
5,18.96634,0,0,0,33.99579,414.6974,out of intersection,19.849,388.469,0.6440698
5,18.61725,0,0,0,33.42991,413.6646,out of intersection,19.849,388.469,0.6388841
5,18.61868,0,0,0,32.78432,412.4855,out of intersection,19.849,388.469,0.6422443
5,18.97034,0,0,0,32.22045,411.455,out of intersection,19.849,388.469,0.6540186
5,18.97137,0,0,0,31.57545,410.2754,out of intersection,19.849,388.469,0.6581939
5,18.62162,0,0,0,31.01061,409.2417,out of intersection,19.849,388.469,0.6540186
5,18.62258,0,0,0,30.36629,408.0616,out of intersection,19.849,388.469,0.6590852
5,18.97396,0,0,0,29.80358,407.0302,out of intersection,19.849,388.469,0.6723125
5,18.97503,0,0,0,29.16,405.8495,out of intersection,19.849,388.469,0.6795497
5,18.62575,0,0,-0.001823417,28.59647,404.8148,out of intersection,19.849,388.469,0.6781085
5,18.95226,0,0,-0.01402771,27.95441,403.6349,out of intersection,19.849,388.469,0.6952065
5,17.29964,0,0,-0.01586756,26.80556,401.518,out of intersection,19.849,388.469,0.6425489
