Fail Time,Speed,Brake,Gas,Steering,X-Position,Z-Position,Cosine Curves
,1.413392,0,18.43137,0.04432381,-151.6,-167.1,0
,2.446057,0,37.2549,0.0142117,-151.5,-166.9,0
,3.334755,0,41.96078,-0.007772245,-151.4,-166.7,0
,3.961374,0,27.05882,-0.03414334,-151.3,-166.5,0
,4.692262,0,17.64706,-0.05300174,-151.2,-166.3,0
,5.289708,0,15.29412,-0.07373065,-151.1,-166.1,0
,5.99849,0,8.235294,-0.09277304,-151,-165.8,0
,6.582481,0,4.313725,-0.117059,-150.8,-165.5,0
,7.16088,0,1.176471,-0.1576582,-150.7,-165.2,0
,7.743615,0,0,-0.1936578,-150.5,-164.8,0
,8.426743,0,0,-0.2154293,-150.3,-164.5,0
,8.976352,0,0,-0.2286455,-150.2,-164.1,0
,9.522468,0,0,-0.2292281,-150,-163.7,0
,10.05037,0,0,-0.2537594,-149.8,-163.3,0
,10.58774,0,0,-0.3004301,-149.6,-162.7,0
,11.24912,0,0,-0.3580172,-149.4,-162.2,0
,11.78385,0,0,-0.4237303,-149.3,-161.7,0
,12.43484,0,0,-0.4795695,-149.1,-161.1,0
,13.07697,0,0,-0.5385059,-148.9,-160.5,0
,13.4089,0,0,-0.5839193,-148.8,-159.9,0
,13.94278,0,0,-0.6522082,-148.7,-159.3,0
,13.45823,0,0,-0.7283164,-148.6,-158.6,0
,13.24242,0,0,-0.7771643,-148.6,-158,0
,13.31573,0,0,-0.8031368,-148.6,-157.4,0
,12.89716,0,0,-0.8338622,-148.6,-156.8,0
,12.94166,0,0,-0.8603559,-148.7,-156.3,0
,12.52831,0,0,-0.8667647,-148.9,-155.6,0
,12.34337,0,0,-0.8245403,-149.1,-155.1,0
,12.38941,0,0,-0.7880807,-149.3,-154.6,0
,11.97437,0,0,-0.7860261,-149.5,-154.1,0
,12.06941,0,0,-0.7856276,-149.8,-153.6,0
,11.65524,0,0,-0.7609123,-150.1,-153.2,0
,11.77618,0,0,-0.7026812,-150.4,-152.8,0
,11.426,0,0,-0.6182018,-150.8,-152.3,0
,11.14396,0,0,-0.4689291,-151.4,-151.8,0
,11.08365,0,0,-0.3975738,-151.8,-151.4,0
,10.91833,0,0,-0.3041404,-152.2,-151,0
,10.7823,0,0,-0.2007105,-152.5,-150.7,0
,10.64801,0,0,-0.0759078,-152.9,-150.4,0
,10.51465,0,0,0.0121572,-153.3,-150.2,0
,10.38132,0,0,0.003785917,-153.6,-149.9,0
,10.24885,0,0,0,-154,-149.6,0
,10.11917,0,0,0,-154.3,-149.3,0
,9.991259,0,0,0,-154.7,-149,0
,9.864971,0,0,0,-155,-148.8,0
,9.740278,0,0,0,-155.4,-148.5,0
,9.617162,0,0,-0.01044002,-155.7,-148.2,0
,9.4956,0,0,-0.03760838,-156,-148,0
,9.375566,0,0,-0.05300174,-156.4,-147.7,0
,9.256936,0,0,-0.06569667,-156.8,-147.4,0
,9.11654,0,0,-0.07912753,-157.1,-147.2,0
,9.001194,0,0,-0.09605408,-157.4,-146.9,0
,8.887287,0,1.960784,-0.1222719,-157.7,-146.7,0
,8.77477,0,9.803922,-0.1510347,-158.1,-146.4,0
,8.891046,0,16.07843,-0.1648029,-158.5,-146.1,0
,9.999717,0,27.05882,-0.1651709,-158.9,-145.8,0
,10.85708,0,34.11765,-0.1651709,-159.3,-145.5,0
,11.42656,0,34.11765,-0.1651709,-159.7,-145.2,0
7,23.30289,0,0,0,-297.6,-404.5,0
,23.30019,0,0,0,-296.9,-403.4,0
,23.29998,0,0,0,-296.3,-402.4,0
,23.29793,0,0,0,-295.6,-401.3,0
,23.29088,0,0,0,-294.8,-399.9,0
,23.26945,0,0,0,-293.9,-398.5,0
,23.21613,0,0,0,-293,-397,0
,23.20138,0,0,0,-292.4,-396,0
,23.18628,0,0,0,-291.6,-394.8,0
,23.14466,0,0,0,-290.9,-393.7,0
,23.14293,0,0,0,-290.3,-392.6,0
,23.12702,0,0,0,-289.5,-391.4,0
,23.13118,0,0,0,-288.8,-390.2,0
,23.15925,0,0,0,-288.1,-389.1,0
,23.17712,0,0,0,-287.4,-388.1,0
,23.22359,0,4.313725,-0.009458767,-286.7,-386.9,0
,23.22359,0,11.37255,-0.03089295,-285.9,-385.6,0
,23.24739,0,12.15686,-0.04355721,-285.3,-384.7,0
,24.04486,0,0,-0.04923006,-284.7,-383.8,0
,25.04668,0,0,-0.04959803,-284,-382.7,0
,25.03136,0,0,-0.04959803,-283.3,-381.5,0
,24.66393,0,0,-0.04959803,-282.6,-380.4,0
,24.29653,0,0,-0.04959803,-282.1,-379.5,0
,23.98717,0,0,-0.04659295,-281.5,-378.6,0
,23.6836,0,0,-0.02666131,-281,-377.7,0
,23.38356,0,0,-0.002835331,-280.5,-376.8,0
,23.08713,0,0,0,-280,-375.9,0
,22.79365,0,0,0,-279.5,-375,0
,22.50391,0,0,0,-279,-374.1,0
,22.21587,0,0,0.01034803,-278.5,-373.3,0
,21.9321,0,0,0.03104627,-277.8,-372.1,0
,21.53634,0,0,0.0483408,-277.4,-371.2,0
,21.25732,0,0,0.05766268,-276.9,-370.4,0
,20.98405,0,0,0.05882791,-276.4,-369.6,0
,20.71454,0,0,0.05382967,-276,-368.8,0
,20.45086,0,0,0.04778885,-275.5,-368,0
,20.192,0,5.098039,0.03757772,-274.9,-367.1,0
,19.88822,0,22.35294,0.02742791,-274.5,-366.4,0
,20.1438,0,39.60785,0.01721678,-274,-365.6,0
,20.73639,0,51.37255,0.006423026,-273.5,-364.8,0
,21.17992,0,61.56863,0,-273,-364,0
,21.61681,0,77.25491,-0.007649588,-272.5,-363.2,0
,22.04341,0,85.09804,-0.01482498,-271.9,-362.3,0
,22.48495,0,89.01961,-0.02071248,-271.4,-361.5,0
,22.89708,0,90.58823,-0.02285896,-270.8,-360.6,0
,23.33503,0,100,-0.02285896,-270.2,-359.7,0
,23.73855,0,100,-0.02285896,-269.6,-358.6,0
,24.23798,0,100,-0.02285896,-269,-357.7,0
,24.65264,0,100,-0.02285896,-268.4,-356.7,0
,25.04167,0,100,-0.01948592,-267.5,-355.4,0
,25.61154,0,100,-0.0110533,-266.8,-354.2,0
,26.01963,0,100,-0.001148807,-266.2,-353.2,0
,26.45067,0,100,0,-265.4,-352,0
,26.83179,0,100,0,-264.8,-351,0
,27.14975,0,97.64706,0,-263.9,-349.5,0
,27.66645,0,38.82353,0,-263.2,-348.5,0
,27.94113,0,0,0,-262.5,-347.4,0
,28.34361,0,0,0,-261.9,-346.3,0
,28.64207,0,0,0,-261,-345,0
,29.09871,0,0,0,-260.2,-343.7,0
,29.57209,0,0,0,-259.5,-342.6,0
,29.9077,0,0,0,-258.7,-341.4,0
,30.30082,0,0,0,-258,-340.3,0
,30.32504,0,0,0,-257.3,-339.2,0
,30.3374,0,0,-0.002804667,-256.4,-337.8,0
,30.40216,0,0,-0.005809745,-255.7,-336.7,0
,30.35025,0,0,-0.006361698,-254.9,-335.5,0
,30.35781,0,0,-0.006790995,-254.2,-334.4,0
,30.33565,0,0,-0.01126795,-253.3,-333.1,0
,30.41977,0,0,-0.01706346,-252.5,-331.9,0
,30.355,0,0,-0.02108045,-251.8,-330.8,0
,30.34328,0,0,-0.02426951,-251.1,-329.7,0
,30.3534,0,0,-0.02494412,-249.6,-327.4,0
,30.65013,0,0,-0.02494412,-248.8,-326.3,0
,30.34934,0,0,-0.02494412,-247.9,-324.9,0
,30.39895,0,0,-0.02494412,-247.2,-323.8,0
,30.32754,0,0,-0.02488279,-246.5,-322.6,0
,30.34364,0,1.960784,-0.01908728,-245.8,-321.5,0
,30.33001,0,24.70588,-0.010624,-245,-320.4,0
,30.33952,0,27.84314,-0.002344706,-244.3,-319.2,0
,30.33629,0,21.56863,0,-243.6,-318.1,0
,30.33696,0,0,0,-242.9,-316.9,0
,30.35282,0,0,0,-242.2,-315.8,0
,30.34179,0,0,0,-241.5,-314.6,0
,30.35872,0,0,0,-240.6,-313.3,0
,30.40437,0,0,0,-239.9,-312.1,0
,30.32944,0,0,0,-239.1,-311,0
,30.33149,0,0,0,-238.4,-309.8,0
,30.32204,0,0,0,-237.7,-308.7,0
,30.33584,0,0,0,-237,-307.6,0
,30.33362,0,0,0,-236.2,-306.4,0
,30.38284,0,0,0,-235.4,-305.1,0
,30.49659,0,0,0,-234.5,-303.7,0
,30.4614,0,0,-0.000596855,-233.6,-302.4,0
,29.56461,0,0,-0.005840409,-232.9,-301.3,0
,29.17141,0,0,-0.01102264,-232.1,-300.2,0
,28.78624,0,0,-0.018474,-231.4,-299.1,0
,28.41547,0,0,-0.03027967,-230.7,-298.1,0
,28.06675,0,0,-0.04355721,-229.9,-296.9,0
,27.66566,9.019608,0,-0.04864745,-229.2,-295.8,7.152500724003731
,27.34502,48.23529,0,-0.04864745,-228.5,-294.9,25.87799072400373
,25.84586,74.11765,0,-0.04745154,-227.9,-293.9,49.02396927599627
,24.35683,74.90196,0,-0.03331541,-227.4,-293,67.74945927599627
,22.60209,66.27451,0,-0.0208658,-226.8,-292.2,74.90196
,21.10808,66.27451,0,-0.01166658,-226.3,-291.3,74.90196
,19.08895,65.4902,0,0,-225.8,-290.6,69.88448007662295
,17.58573,65.4902,0,0,-225.4,-290,56.17647
,15.95975,72.54902,0,0.000351542,-225.1,-289.4,37.45098
,14.44208,63.92157,0,0.000351542,-224.8,-288.9,18.725490000000008
,12.94051,49.01961,0,0.000351542,-224.5,-288.5,5.017479923377057
,11.42374,0,0,0.000351542,-224.2,-288,0
,9.655834,0,0,0.000351542,-224,-287.6,0
,9.171542,0,0,0.000351542,-223.8,-287.3,0
,9.056537,0,0,0.000351542,-223.6,-286.9,0
,8.941346,0,0,0.000351542,-223.3,-286.6,0
,8.827443,0,0,0.000382206,-223.1,-286.3,0
,8.71624,0,0,0.004000565,-222.9,-285.9,0
,8.586532,0,0,0.008324198,-222.7,-285.6,0
,8.479366,0,0,0.008722831,-222.5,-285.2,0
,8.369645,0,0,0.008722831,-222.3,-284.9,0
,8.262866,0,0,0.008722831,-222.1,-284.6,0
,8.157564,0,0,0.008722831,-221.9,-284.3,0
,8.055321,0,0,0.008385527,-221.7,-283.9,0
,7.934299,0,0,0.006607011,-221.5,-283.6,0
,7.830587,0,0,0.003816581,-221.3,-283.4,0
,7.730327,0,0,0.000535526,-221.1,-283.1,0
,7.629965,0,0,0,-221,-282.8,0
,7.532031,0,0,0,-220.7,-282.4,0
,7.41613,0,0,0,-220.6,-282.2,0
,7.320615,0,0,0,-220.4,-281.9,0
,7.223987,0,10.58824,0,-220.2,-281.6,0
,7.111522,0,12.15686,0,-220,-281.2,0
,8.366973,0,12.15686,0,-219.7,-280.8,0
,9.767719,0,12.15686,0,-219.4,-280.2,0
,11.05466,0,12.15686,0,-219.1,-279.8,0
,11.94951,0,4.313725,0,-218.7,-279.2,0
,13.10404,0,0,0,-218.4,-278.7,0
,13.36347,0,0,0,-218.1,-278.2,0
,13.67556,0,0,0,-217.7,-277.4,0
,13.82524,0,0,0.01203455,-217.3,-276.8,0
,13.80186,0,0,0.02301229,-217,-276.3,0
,13.60746,0,0,0.02546541,-216.6,-275.8,0
,13.4536,0,0,0.02307361,-216.3,-275.2,0
,13.25981,0,0,0.01381307,-215.9,-274.7,0
,13.09804,0,0,0.00433787,-215.6,-274.2,0
,12.93931,0,0,0,-215.3,-273.7,0
,12.76764,0,0,0,-215,-273.2,0
,12.62592,0,0,0,-214.7,-272.8,0
,12.44941,0,0,0.00237537,-214.3,-272.2,0
,12.24261,0,7.450981,0.01056267,-214,-271.7,0
,12.16211,0,23.92157,0.01740076,-213.7,-271.3,0
,12.85929,0,41.17647,0.01960857,-213.4,-270.8,0
,13.22561,0,56.86275,0.01960857,-213.1,-270.3,0
,13.97193,0,59.21569,0.01960857,-212.7,-269.8,0
,14.22817,0,59.21569,0.01960857,-212.4,-269.2,0
,14.98659,0,59.21569,0.01700213,-211.9,-268.5,0
,15.57931,0,59.21569,0.01077732,-211.5,-267.9,0
,15.8064,0,59.21569,0.004767167,-211.1,-267.3,0
,16.55472,0,59.21569,0,-210.7,-266.7,0
,16.78274,0,54.50981,0,-210.3,-266.1,0
,17.50984,0,52.94118,0,-209.8,-265.4,0
,17.7426,0,52.15686,0,-209.3,-264.8,0
,18.44296,0,51.37255,0,-208.9,-264.1,0
,18.68618,0,49.80392,0,-208.3,-263.2,0
,19.24618,0,49.80392,0,-207.4,-261.9,0
,20.22065,0,49.80392,0,-206.8,-261,0
,20.73673,0,49.80392,0,-206.2,-260.3,0
,21.0781,0,49.80392,0,-205.7,-259.5,0
,21.58121,0,46.66667,-0.004828495,-204.9,-258.4,0
,22.14252,0,44.31372,-0.009244121,-204.3,-257.6,0
,22.57172,0,43.52941,-0.01427303,-203.7,-256.7,0
,22.98886,0,42.7451,-0.0189033,-203.1,-255.9,0
,23.40184,0,38.82353,-0.02150974,-202.5,-255,0
,23.80946,0,34.11765,-0.02252166,-201.7,-254,0
,24.29121,0,27.84314,-0.02267498,-201.1,-253.1,0
,24.6877,0,22.35294,-0.02604803,-200.5,-252.1,0
