Fail Time,Speed,Brake,Gas,Steering,X-Position,Z-Position,Cosine Curves
,25.08363,0,18.43137,-0.02666131,-199.8,-251.2,0
3,20.135,0,0,0,-98.3,-60.7,0
,20.06456,0,0,0,-97.5,-59.7,0
,20.50179,0,0,0,-96.9,-59,0
,20.67422,0,0,0,-96.1,-58.2,0
,20.81902,0,0,0,-95.4,-57.3,0
,20.96558,0,0,0,-94.7,-56.5,0
,21.21705,0,0,0,-93.1,-54.9,0
,21.32758,0,0,0,-92.4,-54,0
,21.43285,0,0,0,-91.6,-53.2,0
,21.53119,0,0,0,-90.8,-52.4,0
,21.62242,0,0,0,-89.9,-51.6,0
,21.63137,0,0,0,-89,-50.6,0
,21.77858,0,0,0,-88.2,-49.8,0
,21.89024,0,0,0.02322693,-87.2,-48.8,0
,21.89024,0,0,0.03457263,-86.4,-48,0
,21.9686,0,0,0.0366578,-85.5,-47.2,0
,21.68685,0,1.960784,0.03334608,-84.7,-46.4,0
,21.34624,0,8.235294,0.02264432,-84,-45.7,0
,21.27241,0,0,0,-83,-44.8,0
,22.05569,0,0,-0.0279492,-82.2,-43.9,0
,21.87047,0,0,-0.04156404,-81.3,-43.1,0
,21.54178,0,0,-0.05419764,-80.5,-42.4,0
,21.20631,0,0,-0.06532869,-79.8,-41.7,0
,20.94044,0,0,-0.08231659,-79.2,-41.1,0
,20.65949,0,0,-0.09418358,-78.5,-40.4,0
,20.39401,0,0,-0.1106808,-77.7,-39.7,0
,20.06321,0,0,-0.1227625,-77.1,-39,0
,19.80618,0,0,-0.1227625,-76.5,-38.4,0
,19.54446,0,0,-0.1227625,-75.9,-37.7,0
,19.28575,0,0,-0.1179482,-75.3,-37,0
,18.99148,0,0,-0.09642205,-74.7,-36.3,0
,18.7578,0,0,-0.06511404,-74.2,-35.7,0
,18.52289,0,0,-0.04358787,-73.7,-35,0
,18.29852,0,0,-0.03494061,-73.2,-34.4,0
,18.07338,0,0,-0.02935974,-72.6,-33.6,0
,17.80689,0,0,-0.02672263,-71.9,-32.8,0
,17.51718,0,0,-0.02672263,-71.4,-32.1,0
,17.24726,0,0,-0.02672263,-71,-31.5,0
,17.17595,0,0,-0.02672263,-70.5,-30.9,0
,16.60704,0,0,-0.03086228,-70,-30.2,0
,16.32533,0,0,-0.05202049,-69.5,-29.6,0
,16.62066,0,0,-0.07915819,-69.1,-29,0
,15.87465,72.54902,0,-0.1036281,-68.7,-28.5,0.9607359798384785
,16.1708,100,0,-0.1241117,-68.3,-27.9,3.806023374435663
,14.3748,100,0,-0.1418049,-67.9,-27.3,8.426519384872739
,12.60029,100,0,-0.152108,-67.6,-26.9,14.64466094067262
,11.01159,100,0,-0.1526293,-67.4,-26.5,22.221488349019886
,9.571824,100,0,-0.1526293,-67.2,-26.2,30.86582838174551
,8.128861,100,0,-0.1526293,-67,-25.9,40.24548389919359
,6.668561,100,0,-0.15174,-66.8,-25.6,49.99999999999999
,4.669618,100,0,-0.1476617,-66.7,-25.5,59.75451610080641
,3.255485,100,0,-0.1454232,-66.6,-25.4,69.13417161825448
,1.562024,100,0,-0.120984,-66.6,-25.3,77.7785116509801
,0.007855125,100,0,-0.08357381,-66.6,-25.3,85.35533905932738
,0.000578342,100,0,-0.05579218,-66.6,-25.3,91.57348061512727
,0.000709023,100,0,-0.03374471,-66.6,-25.3,96.19397662556433
,7.30E-05,100,0,-0.02230701,-66.6,-25.3,99.03926402016153
,0.00012448,100,0,-0.01264783,-66.6,-25.3,100.0
,4.13E-05,100,0,-0.00433787,-66.6,-25.3,100.0
,3.56E-05,100,0,0,-66.6,-25.3,99.14865498419509
,2.44E-05,100,0,0,-66.6,-25.3,96.62361147021778
,1.94E-05,100,0,0.003172636,-66.6,-25.3,92.51085678648072
,1.94E-05,100,0,0.00335662,-66.6,-25.3,86.95044586103296
,2.05E-05,100,0,0.00335662,-66.6,-25.3,80.13173181896282
,2.08E-05,100,0,0.00335662,-66.6,-25.3,72.28691778882693
,2.06E-05,100,0,0.00335662,-66.6,-25.3,63.683149503604156
,2.04E-05,100,0,0.00335662,-66.6,-25.3,54.6134179731651
,2.04E-05,100,0,0.00335662,-66.6,-25.3,45.38658202683491
,2.04E-05,100,0,0.0032033,-66.6,-25.3,36.31685049639586
,2.05E-05,100,0,0.002160722,-66.6,-25.3,27.71308221117309
,2.04E-05,100,0,0.001302128,-66.6,-25.3,19.868268181037184
,2.05E-05,100,0,0.001179471,-66.6,-25.3,13.049554138967046
,2.05E-05,100,0,0.001179471,-66.6,-25.3,7.4891432135193
,2.04E-05,100,0,0.001179471,-66.6,-25.3,3.376388529782215
,2.05E-05,100,0,0.001179471,-66.6,-25.3,0.8513450158049052
,2.04E-05,0,0,0.001179471,-66.6,-25.3,0
,2.05E-05,0,0,0.001179471,-66.6,-25.3,0
,2.05E-05,0,0,0.001179471,-66.6,-25.3,0
,2.04E-05,0,0,0.001179471,-66.6,-25.3,0
,2.04E-05,0,0,0.001179471,-66.6,-25.3,0
,2.04E-05,0,0,0.001179471,-66.6,-25.3,0
,2.05E-05,0,0,0.001179471,-66.6,-25.3,0
,2.04E-05,0,0,0.001179471,-66.6,-25.3,0
,2.04E-05,0,0,0.001179471,-66.6,-25.3,0
,2.04E-05,0,0,0.000167558,-66.6,-25.3,0
,2.04E-05,0,0,0,-66.6,-25.3,0
,2.04E-05,0,0,0,-66.6,-25.3,0
,2.04E-05,0,0,0,-66.6,-25.3,0
,2.04E-05,0,8.235294,-0.007618924,-66.6,-25.3,0
,2.05E-05,0,16.86275,-0.02304295,-66.6,-25.3,0
,0.7436048,0,9.019608,-0.03696444,-66.6,-25.3,0
,1.385866,0,1.176471,-0.04999666,-66.5,-25.2,0
,2.022014,0,1.176471,-0.06885506,-66.5,-25.1,0
,2.651702,0,0,-0.08538299,-66.4,-25,0
,3.274187,0,0,-0.1036588,-66.3,-24.8,0
,3.74928,0,0,-0.1615219,-66.2,-24.6,0
,3.673275,0,0,-0.2092965,-66.1,-24.4,0
,3.631641,0,0,-0.269766,-66,-24.2,0
,3.562348,0,0,-0.3107945,-65.9,-24.1,0
,3.506256,0,0,-0.344341,-65.8,-23.9,0
,3.460768,0,0,-0.3702828,-65.7,-23.8,0
,3.415877,0,11.37255,-0.3935568,-65.6,-23.6,0
,3.371614,0,21.56863,-0.4141324,-65.6,-23.5,0
,4.37458,0,15.29412,-0.4287285,-65.5,-23.3,0
,5.136633,0,12.94118,-0.4448578,-65.4,-23,0
,5.729933,0,18.43137,-0.4629189,-65.2,-22.8,0
,6.314173,0,30.19608,-0.4727928,-65.1,-22.5,0
,6.899154,0,41.96078,-0.4734061,-65,-22.2,0
,7.485216,0,42.7451,-0.4734061,-64.9,-21.8,0
,8.175635,0,42.7451,-0.4734061,-64.7,-21.5,0
,8.726822,0,42.7451,-0.4734061,-64.6,-21.1,0
,9.27959,0,30.98039,-0.4734061,-64.5,-20.7,0
,9.831989,0,19.21569,-0.4788643,-64.4,-20.1,0
,10.48262,0,10.58824,-0.485457,-64.3,-19.7,0
,10.99916,0,7.450981,-0.4972627,-64.2,-19.2,0
,11.54183,0,5.098039,-0.5190035,-64.1,-18.5,0
,12.1457,0,1.960784,-0.5505568,-64,-17.9,0
,12.6883,0,0,-0.5826315,-64,-17.3,0
,13.44862,0,0,-0.6059975,-64,-16.7,0
,13.71039,0,0,-0.6106585,-64,-16,0
,14.45784,0,0,-0.6106585,-64,-15.4,0
,14.67626,0,0,-0.5981475,-64.1,-14.7,0
,15.41164,0,0,-0.5680354,-64.3,-14,0
,15.63158,0,0,-0.5396711,-64.5,-13.3,0
,16.3694,0,0,-0.5032728,-64.7,-12.6,0
,16.59048,0,0,-0.4868676,-65,-11.9,0
,17.31568,0,1.960784,-0.4791709,-65.4,-11.1,0
,17.8675,0,9.019608,-0.4422514,-65.8,-10.4,0
,18.0964,0,13.72549,-0.3811379,-66.2,-9.7,0
,18.78002,0,18.43137,-0.3085561,-66.7,-9,0
,19.02588,0,20.78431,-0.2356676,-67.2,-8.3,0
,19.6778,0,23.92157,-0.2051568,-67.8,-7.6,0
,19.94979,0,30.19608,-0.1988707,-68.4,-6.9,0
,20.55204,0,35.68628,-0.1988707,-69,-6.2,0
,20.86819,0,42.7451,-0.1947004,-69.8,-5.4,0
,21.4147,0,47.45098,-0.1605406,-70.5,-4.7,0
,21.87751,0,49.80392,-0.1407929,-71.2,-4,0
,22.29191,0,56.07843,-0.1375732,-71.9,-3.4,0
,22.71355,0,60.78432,-0.1375732,-72.7,-2.7,0
,23.12761,0,61.56863,-0.132575,-73.5,-2,0
7,9.214043,0,0,0,-112.9,22.6,0
,10.12942,0,0,0,-113.3,22.9,0
,10.84499,0,0,0,-113.7,23.2,0
,11.69812,0,0,0,-114.2,23.5,0
,12.33531,0,0,0,-114.9,23.9,0
,13.23517,0,0,0,-115.7,24.4,0
,14.36983,0,0,0,-116.4,24.9,0
,14.94855,0,0,0,-117.1,25.3,0
,15.49118,0,0,0,-117.7,25.8,0
,15.99525,0,0,0,-118.4,26.2,0
,16.46602,0,0,0,-119.2,26.7,0
,16.42381,0,0,0,-119.8,27.1,0
,16.84598,0,0,0,-120.5,27.6,0
,17.70164,0,0,0,-121.4,28.2,0
,18.06004,0,0,0,-122.2,28.7,0
,18.39426,0,0,0,-123.1,29.3,0
,18.28629,0,35.68628,-0.00041287,-123.7,29.7,0
,18.28629,0,41.96078,-0.003969902,-124.6,30.3,0
,18.96924,0,34.90196,-0.01387439,-125.3,30.7,0
,19.14104,0,17.64706,-0.02693728,-126,31.2,0
,19.78431,0,5.882353,-0.03816033,-126.9,31.8,0
,20.30856,0,0,-0.04300526,-127.7,32.3,0
,20.61353,0,0,-0.04312791,-128.5,32.8,0
,21.15715,0,0,-0.04312791,-129.3,33.3,0
,21.52295,0,0,-0.04312791,-130.1,33.8,0
,21.99039,0,0,-0.04312791,-131.1,34.5,0
,22.48704,0,0,-0.03515526,-132.7,35.4,0
,23.23166,0,0,-0.02850115,-133.8,36.1,0
,23.91137,0,0,-0.02847049,-134.7,36.6,0
,23.75441,0,12.15686,-0.02853182,-135.6,37.2,0
,23.4536,0,23.92157,-0.02853182,-136.5,37.7,0
,24.24674,0,21.56863,-0.02853182,-137.6,38.4,0
,25.01718,0,1.960784,-0.02868513,-138.6,39,0
,25.40698,0,0,-0.03009568,-139.6,39.6,0
,25.79521,0,0,-0.03834432,-140.8,40.3,0
,26.2507,0,0,-0.04579568,-141.8,40.9,0
,26.65732,0,0,-0.04739022,-142.9,41.5,0
,27.28345,0,0,-0.04739022,-143.9,42.1,0
,27.0447,0,0,-0.04739022,-145,42.7,0
,26.70469,0,0,-0.04794217,-146,43.3,0
,26.36963,0,0,-0.05407498,-147,43.8,0
,26.03905,0,0,-0.06692323,-148,44.4,0
,25.71286,0,0,-0.07713436,-149.3,45,0
,25.32675,100,0,-0.07774764,-150.2,45.5,4.951556604879043
,25.00948,100,0,-0.07774764,-151.2,46,18.82550990706332
,23.63843,100,0,-0.07774764,-152.1,46.5,38.873953302184276
,22.02491,100,0,-0.07774764,-153,46.9,61.12604669781572
,20.42988,100,0,-0.07774764,-153.8,47.3,81.17449009293667
,18.85112,100,0,-0.07774764,-154.6,47.6,95.04844339512096
,16.98231,100,0,-0.07774764,-155.3,47.9,100.0
,15.44208,100,0,-0.07774764,-155.9,48.2,100.0
,13.91671,100,0,-0.07575448,-156.4,48.4,95.04844339512096
,12.40832,100,0,-0.05922655,-156.9,48.6,81.17449009293668
,10.91651,100,0,-0.04138006,-157.4,48.8,61.12604669781572
,9.149112,100,0,-0.02724393,-157.7,48.9,38.87395330218428
,7.687872,100,0,-0.01740076,-158,49.1,18.82550990706333
,6.251174,100,0,-0.0114826,-158.2,49.1,4.951556604879048
,4.826903,0,0,-0.006208378,-158.4,49.2,0
,3.415759,0,0,0,-158.6,49.3,0
,3.235959,0,0,0.006208378,-158.7,49.3,0
,3.187966,0,0,0.01939392,-158.9,49.4,0
,3.148471,0,0,0.03506326,-159,49.5,0
,3.101072,0,0,0.05082459,-159.1,49.5,0
,3.062062,0,1.960784,0.06741385,-159.3,49.6,0
,3.023536,0,33.33334,0.081366,-159.4,49.6,0
,3.198667,0,42.7451,0.09133182,-159.6,49.7,0
,3.958189,0,42.7451,0.0985992,-159.8,49.8,0
,4.583156,0,29.41177,0.1070012,-160,49.8,0
,5.201671,0,17.64706,0.1221185,-160.2,49.9,0
,5.812457,0,12.94118,0.1436447,-160.5,50.1,0
,6.535465,0,9.803922,0.1661215,-160.8,50.2,0
,7.268761,0,9.803922,0.1884449,-161.2,50.4,0
,7.716859,0,9.019608,0.2133441,-161.5,50.5,0
,8.254613,0,1.960784,0.2452961,-161.9,50.7,0
,8.966354,0,0,0.3501672,-162.5,51,0
,9.871551,0,0,0.4434472,-162.9,51.2,0
,10.41925,0,0,0.5065233,-163.3,51.5,0
,10.96179,0,0,0.5495449,-163.8,51.8,0
,11.61139,0,0,0.6134489,-164.4,52.2,0
,12.23045,0,0,0.7062383,-164.8,52.5,0
,12.73745,0,0,0.7764283,-165.2,52.9,0
,13.25483,0,0,0.8181928,-165.7,53.4,0
,13.85677,0,0,0.8610305,-166.2,53.9,0
,14.35466,0,0,0.9284608,-166.6,54.6,0
,14.84833,0,0,0.9887156,-166.9,55.1,0
,14.43551,0,0,1,-167.2,55.7,0
,14.46821,0,0,1,-167.4,56.4,0
,14.22926,0,0,1,-167.6,57.1,0
,13.79781,0,0,1,-167.7,57.7,0
,13.8572,0,0,1,-167.7,58.3,0
,13.43631,0,0,1,-167.6,58.9,0
,13.47804,0,0,1,-167.6,59.5,0
,13.05349,0,0,1,-167.4,60,0
,13.05084,0,0,0.9769406,-167.2,60.7,0
,12.88491,0,0,0.8695552,-167,61.2,0
,12.46867,0,0,0.7289603,-166.7,61.7,0
,12.54501,0,0,0.5879057,-166.4,62.2,0
,12.13217,0,0,0.4468203,-166.1,62.6,0
,12.29866,0,0,0.3039871,-165.7,63.1,0
,12.0532,0,0,0.1494095,-165.4,63.5,0
,11.78677,0,0,-0.04413982,-165,63.9,0
,11.60542,0,0,-0.02270564,-164.6,64.4,0
,11.70084,0,0,-0.0142117,-164.1,65,0
,11.09225,0,0,-0.08458573,-163.8,65.4,0
,11.10749,0,0,-0.1311338,-163.4,65.8,0
,10.9407,0,0,-0.1735422,-163.1,66.2,0
,10.80347,0,0,-0.2019064,-162.8,66.6,0
,11.63631,0,0,0,-97.7,189.4,0
,12.55761,0,0,0,-97.3,190,0
,13.20396,0,0,0,-96.9,190.6,0
,13.52343,0,0,0,-96.5,191.1,0
,14.14514,0,0,0,-96.1,191.7,0
,14.77999,0,0,0,-95.6,192.3,0
,15.57118,0,0,0,-95.2,192.9,0
,16.19372,0,0,0,-94.7,193.6,0
,16.83492,0,0,0,-94.2,194.3,0
,17.67686,0,0,0,-93.7,195.1,0
,17.77163,0,9.803922,0,-93.2,195.7,0
,17.77163,0,29.41177,0,-92.6,196.5,0
,18.75968,0,30.98039,0,-92.1,197.2,0
,19.01169,0,22.35294,0,-91.5,198,0
,19.56459,0,4.313725,0,-90.9,198.7,0
,20.18815,0,0,0.009397439,-90.4,199.4,0
,20.48688,0,0,0.01218787,-89.7,200.3,0
,21.03705,0,0,0,-89.1,201.1,0
,21.5418,0,0,-0.008784159,-88.5,201.9,0
,21.9317,0,0,-0.0192406,-87.9,202.6,0
,22.3736,0,0,-0.02972772,-87.2,203.6,0
,22.90979,0,0,-0.04334256,-86.5,204.4,0
,23.489,0,0,-0.05438163,-85.9,205.2,0
,23.1739,0,0,-0.06244627,-85.3,206,0
,22.88278,0,0,-0.06775116,-84.4,207.2,0
,22.47875,0,1.960784,-0.06775116,-83.8,208,0
,22.19472,0,15.29412,-0.06775116,-83.2,208.8,0
,22.09574,0,21.56863,-0.06026912,-82.5,209.7,0
,23.08576,0,21.56863,-0.04456912,-81.9,210.6,0
,23.6052,0,21.56863,-0.02733592,-81.1,211.6,0
,24.09192,0,30.98039,-0.001210136,-79.9,213.5,0
,24.87463,0,45.09804,0,-79.2,214.6,0
,25.34289,0,45.09804,0.001179471,-78.5,215.5,0
,25.73103,0,45.09804,0.001179471,-77.7,216.7,0
,26.18807,0,45.09804,0.001179471,-77.1,217.7,0
,26.56395,0,39.60785,0.001179471,-76.4,218.7,0
,26.93825,0,23.92157,0.001179471,-75.6,219.9,0
,27.37913,0,13.72549,0,-74.9,220.9,0
,27.74195,0,5.098039,0,-74.2,221.9,0
,28.10339,0,0,-0.000535526,-73.5,223,0
,28.46017,0,0,-0.004368533,-72.6,224.2,0
,28.88043,0,0,-0.01142127,-71.8,225.3,0
,29.22684,0,0,-0.01841267,-71.1,226.4,0
,29.57206,0,0,-0.02273631,-70.2,227.7,0
,29.97798,0,0,-0.02485213,-69.4,228.8,0
,30.31201,0,0,-0.02485213,-68.5,230.1,0
,30.40706,0,0,-0.02485213,-67.7,231.2,0
,30.34174,0,0,-0.02485213,-67,232.3,0
,30.34288,0,0,-0.02485213,-66,233.7,0
,30.40663,0,0,-0.02485213,-65.3,234.8,0
,30.34145,0,0,-0.02485213,-64.5,235.9,0
,30.34303,0,0,-0.02491346,-63.8,237,0
,30.34233,0,0,-0.02988103,-62.9,238.4,0
,30.42189,0,0,-0.03570721,-62.1,239.5,0
,30.56153,0,0,-0.03592186,-61.3,240.9,0
,30.12475,0,0,-0.03592186,-60.4,242.2,0
,29.55245,0,0,-0.03592186,-59.7,243.3,0
,29.17939,0,0,-0.03592186,-59,244.4,0
,28.81113,0,0,-0.03592186,-58.3,245.5,0
,28.44749,0,0,-0.03592186,-57.4,246.8,0
,28.01708,0,0,-0.04318924,-56.8,247.8,0
,27.66332,0,0,-0.05248045,-56.1,248.8,0
,27.31398,0,0,-0.05361502,-55.4,250.1,0
,26.90031,0,0,-0.05076327,-54.8,251.1,0
,26.56039,0,0,-0.03914158,-54.2,252.1,0
,26.22488,0,0,-0.03132224,-53.6,253.1,0
,25.89376,0,0,-0.026324,-52.9,254.3,0
,25.50189,0,0,-0.02350291,-52.4,255.3,0
,25.17991,0,2.745098,-0.01507029,-51.8,256.3,0
,24.86205,0,22.35294,-0.0051658,-51.3,257.3,0
,24.80339,0,32.54902,0,-50.7,258.5,0
,25.45256,0,39.60785,0.00501248,-50.1,259.5,0
,25.83542,0,52.94118,0.01283182,-49.4,260.9,0
,26.36524,0,61.56863,0.02319627,-48.7,262.2,0
,26.81153,0,61.56863,0.02690662,-47.9,263.7,0
,27.32473,0,61.56863,0.02690662,-47.3,264.8,0
,27.68801,0,61.56863,0.02583338,-46.7,265.9,0
,28.05052,0,50.58824,0.01982322,-46.1,267,0
,28.40757,0,47.45098,0.01467166,-45.3,268.3,0
,28.82809,0,47.45098,0.0118199,-44.7,269.4,0
,29.17492,0,52.94118,0.0118199,-44,270.5,0
,29.5323,0,55.29412,0.0110533,-43.2,271.9,0
,29.85207,0,44.31372,0.004797831,-42.5,273.1,0
,14.35623,0,0,0,24.6,389.1,0
,14.98024,0,0,0,25,389.8,0
,15.63205,0,0,0,25.4,390.5,0
,16.62749,0,0,0,25.7,391.2,0
,17.17509,0,0,0,26.2,392,0
,17.4194,0,0,0,26.6,392.7,0
,17.72558,0,0,0,27,393.5,0
,18.32585,0,0,0,27.4,394.2,0
,18.61564,0,0,0,27.9,395.1,0
,18.46685,0,0,0,28.3,395.8,0
,18.726,0,0,0,28.8,396.7,0
,19.28241,0,18.43137,0,29.2,397.4,0
,19.28241,0,25.4902,0,29.7,398.3,0
,19.24862,0,25.4902,0,30.1,399.1,0
,20.00266,0,6.666667,0,30.6,399.9,0
,20.29878,0,0,0,31.1,400.9,0
,20.85189,0,0,0,31.6,401.7,0
,21.37186,0,0,0,32,402.5,0
,21.7519,0,0,0,32.5,403.4,0
,22.25387,0,0,0,33.1,404.4,0
,22.62692,0,0,0,33.7,405.5,0
,22.31167,0,0,0,34.2,406.4,0
,22.03685,0,0,-0.002988651,34.7,407.2,0
,21.75733,0,0,-0.01623552,35.1,408,0
,21.48297,0,0,-0.02531209,35.6,408.9,0
,21.21163,0,0,-0.03230349,36.2,409.9,0
,20.89048,0,0,-0.03650447,36.8,411,0
,20.522,0,0,-0.03874295,37.2,411.8,0
,20.26275,0,0,-0.03874295,37.8,412.7,0
,19.95588,0,0,-0.03874295,38.2,413.5,0
,19.70399,0,0,-0.03874295,38.7,414.4,0
,19.40556,0,0,-0.03874295,39.1,415.2,0
,19.1606,0,0,-0.03874295,39.6,416.1,0
,18.8704,0,0,-0.03576853,39.9,416.8,0
,18.63221,0,0,-0.03006502,40.4,417.7,0
,18.35004,0,0,-0.0291451,40.8,418.4,0
,18.11841,0,0,-0.0291451,41.1,419.2,0
,17.88949,0,0,-0.02705994,41.5,420,0
,17.61853,0,0,-0.01145193,41.9,420.9,0
,17.35147,0,0,0,42.3,421.5,0
,17.13402,0,0,0.004123221,42.7,422.4,0
,16.8765,0,0,0.009734746,43,423,0
,16.65184,0,18.43137,0.02141775,43.5,424.1,0
,16.20412,0,36.47059,0.02865447,43.9,424.9,0
,16.97311,0,49.01961,0.03448064,44.3,425.8,0
,17.52371,0,59.21569,0.03586053,44.7,426.5,0
,18.22954,0,67.05882,0.03386736,45,427.2,0
,18.47041,0,74.11765,0.03052498,45.4,428,0
,19.14558,0,77.25491,0.02690662,45.9,428.9,0
,19.67996,0,77.25491,0.01899529,46.4,429.8,0
,20.20469,0,77.25491,0.009397439,46.9,430.8,0
,20.71861,0,77.25491,0.000136894,47.5,432,0
,21.23484,0,77.25491,0,48,433,0
,21.76828,0,80.39216,0,48.5,433.9,0
,22.21739,0,85.09804,0,49,434.8,0
,22.63307,0,85.88235,0,49.4,435.7,0
,23.05057,0,85.88235,0,49.9,436.6,0
,23.46213,0,85.88235,0,50.6,437.7,0
,23.9486,0,85.88235,-0.001762089,51.1,438.6,0
,24.34935,0,81.96078,-0.002344706,51.6,439.6,0
,24.74778,0,78.82353,-0.002344706,52.4,441,0
,25.29275,0,63.92157,-0.002344706,52.9,442,0
,25.67795,0,29.41177,-0.002344706,53.6,443.2,0
,26.13705,0,0,-0.002344706,54.1,444.2,0
,26.51365,0,0,-0.002344706,54.7,445.3,0
,26.88809,0,0,-0.002344706,55.3,446.3,0
,27.25804,0,0,-0.002344706,56,447.6,0
,27.69412,0,0,-0.002344706,56.7,448.7,0
,28.05349,0,0,-0.002160722,57.4,450,0
,28.48032,0,0,-0.002160722,58,451.1,0
,28.8311,0,0,-0.002160722,58.7,452.3,0
,29.18032,0,0,-0.002160722,59.3,453.4,0
,29.52511,0,0,-0.002160722,60.1,454.8,0
,29.93117,0,0,-0.002160722,60.8,456,0
,30.26585,0,0,-0.002160722,61.5,457.1,0
,30.34166,0,0,-0.002160722,62.8,459.5,0
,30.65691,0,0,-0.000934159,63.5,460.7,0
,30.34717,14.5098,0,0,64.3,462.1,2.447174185242323
,30.41088,81.96078,0,0,65,463.2,9.549150281252627
,28.72234,100,0,0,65.7,464.5,20.610737385376343
,26.7224,100,0,0,66.4,465.7,34.54915028125263
,24.75204,100,0,0,67.2,466.9,49.99999999999999
,22.48709,100,0,0,67.6,467.7,65.45084971874738
,20.88661,100,0,0,68.2,468.7,79.38926261462365
,18.9857,100,0,-0.002191386,68.6,469.4,90.45084971874738
,17.42322,100,0,-0.01479432,69,470,97.55282581475768
,15.87446,100,0,-0.02644666,69.3,470.6,100.0
,14.34301,100,0,-0.03751638,69.7,471.2,100.0
,12.52983,100,0,-0.05539354,69.9,471.6,97.55282581475768
,11.03659,100,0,-0.06649393,70.2,472.1,90.45084971874738
,9.265805,100,0,-0.08047675,70.4,472.4,79.38926261462366
,7.801267,100,0,-0.0978326,70.5,472.7,65.45084971874738
,6.36166,100,0,-0.1267488,70.7,472.9,50.0
,4.652622,100,0,-0.1595287,70.8,473.1,34.54915028125263
,3.24315,100,0,-0.1956816,70.8,473.2,20.610737385376353
,1.848649,100,0,-0.2318652,70.8,473.2,9.549150281252627
,0.01526086,55.29412,0,-0.2632346,70.8,473.2,2.447174185242318
,0.000521485,0,0,-0.2853434,70.8,473.2,0
,0.000273672,0,0,-0.3079734,70.8,473.2,0
,0.000123647,0,0,-0.3200551,70.8,473.2,0
,3.22E-05,0,0,-0.3246547,70.8,473.2,0
,3.84E-05,0,0,-0.324716,70.8,473.2,0
,1.21E-05,0,0,-0.324716,70.8,473.2,0
,7.13E-06,0,0,-0.3256359,70.8,473.2,0
,3.50E-06,0,0,-0.3267398,70.8,473.2,0
,7.56E-07,0,0,-0.3267398,70.8,473.2,0
,5.19E-07,0,0,-0.3267398,70.8,473.2,0
,3.89E-07,0,0,-0.3267398,70.8,473.2,0
,5.37E-07,0,0,-0.3267398,70.8,473.2,0
,3.21E-07,0,0,-0.3267398,70.8,473.2,0
,5.67E-07,0,0,-0.3267398,70.8,473.2,0
,4.00E-07,0,0,-0.3267398,70.8,473.2,0
,1.40E-07,0,0,-0.3267398,70.8,473.2,0
,6.32E-07,0,0,-0.3267398,70.8,473.2,0
,1.67E-07,0,4.313725,-0.3267398,70.8,473.2,0
,4.33E-07,0,15.29412,-0.3267398,70.8,473.2,0
,0.4540651,0,16.07843,-0.3267398,70.8,473.3,0
,1.088073,0,16.07843,-0.3267398,70.9,473.3,0
,1.868513,0,26.27451,-0.3271385,70.9,473.4,0
,2.511657,0,41.96078,-0.3417039,71,473.6,0
,3.147877,0,48.23529,-0.364426,71.1,473.7,0
,3.901317,0,43.52941,-0.3845416,71.2,473.9,0
,4.521211,0,17.64706,-0.3967766,71.3,474.1,0
,5.255644,0,6.666667,-0.4026641,71.4,474.4,0
,5.860279,0,3.529412,-0.4032773,71.5,474.6,0
,6.458489,0,2.745098,-0.4032773,71.6,475,0
,7.167013,0,9.803922,-0.4032773,71.7,475.3,0
,7.750476,0,14.5098,-0.4032773,71.9,475.6,0
,8.327849,0,14.5098,-0.4032773,72,476.1,0
,9.011212,0,14.5098,-0.3945687,72.2,476.6,0
,9.795435,0,14.5098,-0.3868107,72.3,477.2,0
,10.45921,0,14.5098,-0.3867801,72.5,477.8,0
,11.22158,0,26.27451,-0.3867801,72.6,478.4,0
,11.90063,0,30.19608,-0.3867801,72.7,479.1,0
,12.61729,0,30.19608,-0.3867801,72.8,479.6,0
,12.92351,0,14.5098,-0.3867801,72.9,480.4,0
,13.53221,0,6.666667,-0.3867801,72.9,481,0
,14.289,0,5.882353,-0.3867801,72.9,481.8,0
,14.88682,0,5.098039,-0.395642,72.9,482.4,0
,15.11495,0,5.098039,-0.4128752,72.9,483.3,0
,15.69774,0,5.098039,-0.4289432,72.8,484,0
,16.42658,0,1.960784,-0.4412394,72.7,484.7,0
,16.64281,0,1.176471,-0.4498561,72.6,485.6,0
,17.20924,0,0.3921569,-0.4505,72.4,486.6,0
,17.76801,0,0.3921569,-0.4406568,72.1,487.3,0
,18.45759,0,0.3921569,-0.4018975,71.8,488.3,0
,18.99223,0,0.3921569,-0.3698535,71.5,489.1,0
,19.24079,0,0.3921569,-0.3602863,71,490,0
,19.78876,0,0.3921569,-0.3749438,70.6,490.8,0
,20.39232,0,0.3921569,-0.4038907,70,491.7,0
,20.90198,0,0.3921569,-0.4255394,69.3,492.7,0
,21.4563,0,0,-0.4134578,68.7,493.4,0
,21.43922,0,0,-0.3119598,68,494.3,0
,21.10749,0,0,-0.1701998,67.3,494.9,0
,20.84314,0,0,-0.02705994,66.5,495.7,0
,20.54175,0,0,0.01154392,65.8,496.3,0
,20.29705,0,0,0.005595096,65,497,0
,20.00207,0,0,0,64.3,497.5,0
5,44.7363,0,0,0,-329.1,-456,0
,45.15186,0,0,0,-327.5,-453.2,0
,45.74236,0,0,0,-324.8,-448.6,0
,46.00549,0,0,0,-323.3,-446.2,0
,46.30196,0,0,0,-321.8,-443.7,0
